M	A	Rank	Composite
VPS13D	0.002634562662664	0.246563131482643	7709.77358490566	VPS13D: 7709.77358490566
LINC02766	8.41327126185426e-07	0.000398926258751222	26347.5377358491	LINC02766: 26347.5377358491
DHRS3	0.0073259328460299	0.437899557130378	4008.16981132075	DHRS3: 4008.16981132075
AC254633.1	9.45010511681374e-05	0.00571825992380753	20831.9811320755	AC254633.1: 20831.9811320755
AADACL4	0	3.24041633633502e-05	27241.6698113208	AADACL4: 27241.6698113208
AADACL3	0	9.66594494277761e-06	27241.6698113208	AADACL3: 27241.6698113208
C1orf158	0.000384498551977792	0.0287070433808544	15622.4905660377	C1orf158: 15622.4905660377
PRAMEF12	2.31021615829993e-08	4.99665585885223e-05	27083.6037735849	PRAMEF12: 27083.6037735849
PRAMEF1	0	4.05456635399203e-06	27241.6698113208	PRAMEF1: 27241.6698113208
LINC01784	0	0	27241.6698113208	LINC01784: 27241.6698113208
PRAMEF11	0	0	27241.6698113208	PRAMEF11: 27241.6698113208
HNRNPCL1	1.58132606863652e-05	0.000553856818735276	26389.2735849057	HNRNPCL1: 26389.2735849057
PRAMEF2	0	0	27241.6698113208	PRAMEF2: 27241.6698113208
PRAMEF4	0	0	27241.6698113208	PRAMEF4: 27241.6698113208
PRAMEF10	0	0	27241.6698113208	PRAMEF10: 27241.6698113208
PRAMEF7	0	0	27241.6698113208	PRAMEF7: 27241.6698113208
PRAMEF6	0	0	27241.6698113208	PRAMEF6: 27241.6698113208
PRAMEF27	0	0	27241.6698113208	PRAMEF27: 27241.6698113208
HNRNPCL3	0	0	27241.6698113208	HNRNPCL3: 27241.6698113208
PRAMEF25	0	0	27241.6698113208	PRAMEF25: 27241.6698113208
HNRNPCL2	9.66475514813981e-07	0.000400604861316979	26879.2264150943	HNRNPCL2: 26879.2264150943
AC245056.1	0	0	27241.6698113208	AC245056.1: 27241.6698113208
PRAMEF26	0	0	27241.6698113208	PRAMEF26: 27241.6698113208
HNRNPCL4	0	0	27241.6698113208	HNRNPCL4: 27241.6698113208
PRAMEF9	0	0	27241.6698113208	PRAMEF9: 27241.6698113208
PRAMEF13	0	0	27241.6698113208	PRAMEF13: 27241.6698113208
PRAMEF18	0	1.48568820642022e-05	27241.6698113208	PRAMEF18: 27241.6698113208
PRAMEF5	0	0	27241.6698113208	PRAMEF5: 27241.6698113208
PRAMEF8	0	0	27241.6698113208	PRAMEF8: 27241.6698113208
PRAMEF33	0	0	27241.6698113208	PRAMEF33: 27241.6698113208
PRAMEF15	0	0	27241.6698113208	PRAMEF15: 27241.6698113208
AC243961.1	0	0	27241.6698113208	AC243961.1: 27241.6698113208
PRAMEF14	0	0	27241.6698113208	PRAMEF14: 27241.6698113208
PRAMEF19	0	0	27241.6698113208	PRAMEF19: 27241.6698113208
PRAMEF17	0	3.10608684308205e-06	27241.6698113208	PRAMEF17: 27241.6698113208
PRAMEF20	0	0	27241.6698113208	PRAMEF20: 27241.6698113208
LRRC38	0	0.000151119019693633	27241.6698113208	LRRC38: 27241.6698113208
AL354712.1	0	0	27241.6698113208	AL354712.1: 27241.6698113208
PDPN	0.000363556245104997	0.0255646499907182	16023.0754716981	PDPN: 16023.0754716981
AL359771.1	0	4.1463409577633e-06	27241.6698113208	AL359771.1: 27241.6698113208
PRDM2	0.00420299222428878	0.389360566045411	5563.32075471698	PRDM2: 5563.32075471698
KAZN	0.000836969125588158	0.0725953268943131	11912.9245283019	KAZN: 11912.9245283019
AL357873.1	0	0.000106282373335218	27241.6698113208	AL357873.1: 27241.6698113208
KAZN-AS1	0	2.60084378431992e-05	27241.6698113208	KAZN-AS1: 27241.6698113208
AL031293.1	3.28190230786968e-07	0.000350172737904597	26750.0754716981	AL031293.1: 26750.0754716981
TMEM51-AS1	0.000775083850212179	0.0899955148054419	12815.6037735849	TMEM51-AS1: 12815.6037735849
TMEM51	0.00430547331098571	0.363041796665051	6323.69811320755	TMEM51: 6323.69811320755
C1orf195	1.09245687544163e-06	0.000184848702268078	27052.5471698113	C1orf195: 27052.5471698113
FHAD1	0.000302091613532931	0.0238412565639427	16299.2452830189	FHAD1: 16299.2452830189
AL031283.2	1.44101458997412e-07	0.000593490460435479	26906.641509434	AL031283.2: 26906.641509434
AL031283.3	0	0.000139946613894466	27241.6698113208	AL031283.3: 27241.6698113208
AL031283.1	2.15569839137802e-05	0.00224773867314361	24765.4622641509	AL031283.1: 24765.4622641509
EFHD2	0.0104586650530317	0.770467431180892	2420.30188679245	EFHD2: 2420.30188679245
CTRC	0.0501151157722112	0.533438274082314	1296.09433962264	CTRC: 1296.09433962264
CELA2A	0.0119998632840099	0.216516371339309	7175.18867924528	CELA2A: 7175.18867924528
CELA2B	0.00294563018765924	0.105545223750524	12041.8490566038	CELA2B: 12041.8490566038
CASP9	0.00159441896460735	0.10122249606415	10261.0943396226	CASP9: 10261.0943396226
DNAJC16	0.00281238686753484	0.258839222821457	7698.75471698113	DNAJC16: 7698.75471698113
AL121992.3	1.31667964446096e-06	0.000572581581565649	27044.3490566038	AL121992.3: 27044.3490566038
AGMAT	0.00052086619596549	0.037042589307843	13731.2452830189	AGMAT: 13731.2452830189
AL121992.1	6.54803641841934e-05	0.00983378858806696	21543.1981132075	AL121992.1: 21543.1981132075
DDI2	0.0033132546135536	0.322717840378548	6691.47169811321	DDI2: 6691.47169811321
RSC1A1	0	0	27241.6698113208	RSC1A1: 27241.6698113208
AL121992.2	6.88068602769713e-06	0.00149291701871631	26113.0943396226	AL121992.2: 26113.0943396226
PLEKHM2	0.00817904134396627	0.622536478137668	3189.92452830189	PLEKHM2: 3189.92452830189
AL450998.3	1.95307503333912e-06	0.000689533288927012	26698.0943396226	AL450998.3: 26698.0943396226
SLC25A34	0.00204094866912874	0.134027672871937	9214.20754716981	SLC25A34: 9214.20754716981
SLC25A34-AS1	1.07326180705759e-07	0.000241185805270151	27058.1698113208	SLC25A34-AS1: 27058.1698113208
TMEM82	1.71412275280452e-05	0.00180247872982686	25850.3490566038	TMEM82: 25850.3490566038
FBLIM1	0.00394713289586889	0.314006219956044	6660.07547169811	FBLIM1: 6660.07547169811
UQCRHL	0.00238190683508644	0.113181523129871	9555.64150943396	UQCRHL: 9555.64150943396
AL450998.2	0.00264818381539906	0.265086507487676	8124.90566037736	AL450998.2: 8124.90566037736
SPEN	0.0053118682506425	0.581533295133023	4575.77358490566	SPEN: 4575.77358490566
ZBTB17	0.00292786177792125	0.219588562105337	7542.37735849057	ZBTB17: 7542.37735849057
SRARP	2.07521437719014e-07	0.000722656929535809	26883.7264150943	SRARP: 26883.7264150943
AL355994.3	0	0	27241.6698113208	AL355994.3: 27241.6698113208
HSPB7	0.000107986855062891	0.00961704318692263	21317.4716981132	HSPB7: 21317.4716981132
CLCNKA	4.13479900536227e-05	0.0039507869668304	23880.5566037736	CLCNKA: 23880.5566037736
CLCNKB	2.7289906862205e-05	0.00259405461654936	24515.4245283019	CLCNKB: 24515.4245283019
FAM131C	0.00640564981297587	0.459463693775141	4454.09433962264	FAM131C: 4454.09433962264
EPHA2	0.00123478654377089	0.0790602871038896	12506.7075471698	EPHA2: 12506.7075471698
AL451042.2	4.2188260679629e-05	0.00355997855552465	24020.5660377359	AL451042.2: 24020.5660377359
AL451042.1	2.45007649406331e-06	0.00174245852817964	26547.1603773585	AL451042.1: 26547.1603773585
ARHGEF19-AS1	0	1.25938500067247e-05	27241.6698113208	ARHGEF19-AS1: 27241.6698113208
ARHGEF19	0.000414747675717891	0.0244617207855881	15333.8490566038	ARHGEF19: 15333.8490566038
AL109627.1	0.000473391037771274	0.0265742250594434	14058.0849056604	AL109627.1: 14058.0849056604
CPLANE2	0.000955974986416364	0.0583427235843756	11704.1509433962	CPLANE2: 11704.1509433962
FBXO42	0.00218111956167508	0.216905619908561	8484.09433962264	FBXO42: 8484.09433962264
SZRD1	0.00987011287787054	0.701721791750769	2933.45283018868	SZRD1: 2933.45283018868
SPATA21	3.88330887729845e-05	0.00220520821634269	22994.5283018868	SPATA21: 22994.5283018868
NECAP2	0.00625045472980082	0.448977915527304	4382.58490566038	NECAP2: 4382.58490566038
LINC01772	0.000116392531170229	0.0114807157186875	19552.9056603774	LINC01772: 19552.9056603774
AL137802.2	0.00119528309227528	0.0780565491811809	11283.2830188679	AL137802.2: 11283.2830188679
AL137802.1	0	0.000227755375221233	27241.6698113208	AL137802.1: 27241.6698113208
LINC01783	1.29827726203287e-06	0.000374845562779028	26874.4245283019	LINC01783: 26874.4245283019
NBPF1	0.0016686672955913	0.124312068169215	10069.2264150943	NBPF1: 10069.2264150943
AL137798.1	2.01489944162728e-06	0.000526584019169021	26863.4245283019	AL137798.1: 26863.4245283019
AL137798.2	0	0	27241.6698113208	AL137798.2: 27241.6698113208
AL021920.1	0	7.39918608953015e-06	27241.6698113208	AL021920.1: 27241.6698113208
AL021920.3	0	4.50817779017181e-05	27241.6698113208	AL021920.3: 27241.6698113208
CROCC	0.00136381298954325	0.0821293350801724	10507.3773584906	CROCC: 10507.3773584906
BX284668.1	0	3.15598822699431e-05	27241.6698113208	BX284668.1: 27241.6698113208
BX284668.2	2.04046485853815e-06	0.000418207322552121	26522.6603773585	BX284668.2: 26522.6603773585
BX284668.5	0.00379781687444272	0.225913096584951	7664.83018867925	BX284668.5: 7664.83018867925
BX284668.6	0.000119457191508361	0.00804958659482393	19745.4056603774	BX284668.6: 19745.4056603774
MFAP2	0.000537145116287154	0.0379861751976459	16400.1886792453	MFAP2: 16400.1886792453
AL049569.2	0	3.12847292773183e-05	27241.6698113208	AL049569.2: 27241.6698113208
AL049569.1	6.35830988945932e-09	5.03843860130311e-05	27064.7075471698	AL049569.1: 27064.7075471698
ATP13A2	0.00348404919683156	0.30570727022059	6852.33962264151	ATP13A2: 6852.33962264151
SDHB	0.0160813177821892	1.04196288720471	1649.90566037736	SDHB: 1649.90566037736
PADI2	2.41031337937828e-05	0.00198712728321535	24460.3396226415	PADI2: 24460.3396226415
LINC02783	0	3.91011448230917e-05	27241.6698113208	LINC02783: 27241.6698113208
AL590644.1	0	0	27241.6698113208	AL590644.1: 27241.6698113208
PADI1	3.33584803773663e-05	0.00417335732370027	23874.6037735849	PADI1: 23874.6037735849
PADI3	1.2894060131189e-05	0.00248231210504964	25701.1509433962	PADI3: 25701.1509433962
PADI4	2.2717119813916e-07	9.08813291663722e-05	26903.1226415094	PADI4: 26903.1226415094
PADI6	0	3.28910041459111e-06	27241.6698113208	PADI6: 27241.6698113208
RCC2-AS1	0	5.51547466235427e-05	27241.6698113208	RCC2-AS1: 27241.6698113208
RCC2	0.00265573532256095	0.178587996665858	8409.94339622642	RCC2: 8409.94339622642
ARHGEF10L	0.00370080397847643	0.277407227216347	6551.15094339623	ARHGEF10L: 6551.15094339623
LINC02810	0	4.09084181974599e-05	27241.6698113208	LINC02810: 27241.6698113208
ACTL8	0	0.00013533488174648	27241.6698113208	ACTL8: 27241.6698113208
AL357509.1	3.8628480744696e-07	9.3292409091526e-05	27063.3962264151	AL357509.1: 27063.3962264151
LINC01654	0	0	27241.6698113208	LINC01654: 27241.6698113208
IGSF21	0.00114740562444984	0.0803254729948322	12547.5471698113	IGSF21: 12547.5471698113
IGSF21-AS1	0	0	27241.6698113208	IGSF21-AS1: 27241.6698113208
AL591896.1	0	5.65077104770946e-06	27241.6698113208	AL591896.1: 27241.6698113208
KLHDC7A	9.92208812566654e-05	0.00873885481168523	21490.7924528302	KLHDC7A: 21490.7924528302
PAX7	0	4.72485273843826e-05	27241.6698113208	PAX7: 27241.6698113208
TAS1R2	0	4.63585369245747e-06	27241.6698113208	TAS1R2: 27241.6698113208
ALDH4A1	0.000586156205640562	0.0369360857930572	13172.6981132075	ALDH4A1: 13172.6981132075
IFFO2	0.0012604046179995	0.0900064800530964	11051.7735849057	IFFO2: 11051.7735849057
AL137127.1	8.37860953923776e-05	0.00559694509708069	21631.7830188679	AL137127.1: 21631.7830188679
UBR4	0.00319417628995588	0.295625395927662	6763.01886792453	UBR4: 6763.01886792453
EMC1-AS1	0.00151352390995087	0.090091066322974	10309.6981132075	EMC1-AS1: 10309.6981132075
EMC1	0.00406132818647995	0.337379705685278	6080.2641509434	EMC1: 6080.2641509434
MRTO4	0.00815792877051432	0.580320889385373	3387.11320754717	MRTO4: 3387.11320754717
AKR7A3	0.00185586070917009	0.107855739394628	10465.5283018868	AKR7A3: 10465.5283018868
AKR7A2	0.0242408007329682	1.63915941673066	852.22641509434	AKR7A2: 852.22641509434
SLC66A1	0.00282526269184141	0.201293321147796	8018.96226415094	SLC66A1: 8018.96226415094
CAPZB	0.0277940372319767	2.02720384027107	768.415094339623	CAPZB: 768.415094339623
MICOS10	0.0424111967362661	2.76270271583824	410.754716981132	MICOS10: 410.754716981132
AL031727.2	0	3.71752867686747e-05	27241.6698113208	AL031727.2: 27241.6698113208
NBL1	0.0147970919163601	0.744658204715139	2306.96226415094	NBL1: 2306.96226415094
HTR6	9.26957043697333e-07	0.000356098662295851	26887.2735849057	HTR6: 26887.2735849057
TMCO4	0.00154963565645702	0.147821101524422	9901.77358490566	TMCO4: 9901.77358490566
RNF186	0.0010245969555803	0.0692312184486922	11544.5660377358	RNF186: 11544.5660377358
AL391883.1	2.23085083290194e-05	0.00372787557167481	24157.1603773585	AL391883.1: 24157.1603773585
OTUD3	0.00171303444909715	0.158419486497367	9494.20754716981	OTUD3: 9494.20754716981
PLA2G2E	0	0	27241.6698113208	PLA2G2E: 27241.6698113208
PLA2G2A	0.00101892717752952	0.012449131656266	19227.0660377359	PLA2G2A: 19227.0660377359
PLA2G5	8.49726368660066e-08	0.000242864927378637	27064.8773584906	PLA2G5: 27064.8773584906
PLA2G2D	1.30014107725594e-07	0.00015895166313011	27063.358490566	PLA2G2D: 27063.358490566
PLA2G2F	1.19063142177627e-06	0.00029740191869073	27052.0471698113	PLA2G2F: 27052.0471698113
Z98257.1	9.27247151176596e-06	0.000851080423017041	26515.5471698113	Z98257.1: 26515.5471698113
PLA2G2C	2.40744895381757e-06	0.000519710134756738	26813.1037735849	PLA2G2C: 26813.1037735849
UBXN10-AS1	0.000319618211929308	0.0255014562351703	14857.320754717	UBXN10-AS1: 14857.320754717
UBXN10	0.000631840405356517	0.0513710717654954	12839.3113207547	UBXN10: 12839.3113207547
LINC01757	0	8.81702156010533e-05	27241.6698113208	LINC01757: 27241.6698113208
Z98257.2	0	0	27241.6698113208	Z98257.2: 27241.6698113208
VWA5B1	2.6498698345659e-05	0.00215626874931356	24648.6886792453	VWA5B1: 24648.6886792453
AL020998.1	0	0	27241.6698113208	AL020998.1: 27241.6698113208
LINC01141	6.76769277017371e-06	0.00142445959411333	25537.7169811321	LINC01141: 25537.7169811321
AL139254.1	0	4.13685948731271e-05	27241.6698113208	AL139254.1: 27241.6698113208
AL139254.2	0	1.445935803801e-05	27241.6698113208	AL139254.2: 27241.6698113208
AL139254.3	1.57384436920118e-05	0.00125535115349835	25848.3113207547	AL139254.3: 25848.3113207547
CAMK2N1	0.024273332260628	2.20133708770701	937	CAMK2N1: 937
MUL1	0.00362924272955189	0.265151191999047	6965.18867924528	MUL1: 6965.18867924528
FAM43B	1.15519295985143e-05	0.00436693175252536	24134.3018867925	FAM43B: 24134.3018867925
CDA	0.000166679009560199	0.00736198510501181	19444.1509433962	CDA: 19444.1509433962
PINK1	0.00769756946314216	0.692794917476531	3416.88679245283	PINK1: 3416.88679245283
PINK1-AS	0.000143019087921859	0.0127149266300896	18179.858490566	PINK1-AS: 18179.858490566
DDOST	0.0179428047641828	1.6899665572057	1310.75471698113	DDOST: 1310.75471698113
KIF17	0.000120398624992839	0.0081333729926377	19686.7924528302	KIF17: 19686.7924528302
SH2D5	0.00015149804657937	0.00880076474466732	19766.6037735849	SH2D5: 19766.6037735849
AL663074.1	4.33022031840218e-07	0.000179249254851098	26892.2547169811	AL663074.1: 26892.2547169811
HP1BP3	0.0135651351646789	1.29608399946929	1744.66037735849	HP1BP3: 1744.66037735849
EIF4G3	0.00696495169560624	0.733464470726967	3618.05660377358	EIF4G3: 3618.05660377358
AL031005.2	3.29284026432349e-06	0.00245525782828138	26635.820754717	AL031005.2: 26635.820754717
ECE1	0.00638839036715552	0.59707474184918	4064.77358490566	ECE1: 4064.77358490566
AL031005.1	7.97071194895726e-05	0.00472104693407473	21260.7264150943	AL031005.1: 21260.7264150943
AL031728.1	2.43799338532915e-06	0.000713220382574983	26138.9339622641	AL031728.1: 26138.9339622641
AL592309.2	0	7.71373073433768e-06	27241.6698113208	AL592309.2: 27241.6698113208
NBPF3	0.00039334700042184	0.0364321334925318	14303.7452830189	NBPF3: 14303.7452830189
ALPL	8.25907735607014e-05	0.00347883807602823	23235.2641509434	ALPL: 23235.2641509434
LINC02596	1.96575117779359e-07	0.000337975605664013	27057.7641509434	LINC02596: 27057.7641509434
RAP1GAP	0.00779018025174436	0.513183285219321	3802.54716981132	RAP1GAP: 3802.54716981132
USP48	0.0066030030459683	0.581137395124659	3932.41509433962	USP48: 3932.41509433962
LDLRAD2	3.09469652613121e-05	0.00201021102266275	22445.9716981132	LDLRAD2: 22445.9716981132
HSPG2	0.00648533404021163	0.293045564791292	4424.8679245283	HSPG2: 4424.8679245283
CELA3B	0.0631112003379006	0.585242687365784	1953.30188679245	CELA3B: 1953.30188679245
CELA3A	0.146663255311931	0.900524178432619	402.584905660377	CELA3A: 402.584905660377
LINC01635	6.23897281559376e-05	0.00439807192118148	21515.3113207547	LINC01635: 21515.3113207547
LINC00339	0.00222959479305544	0.171379456714304	8887.54716981132	LINC00339: 8887.54716981132
CDC42	0.0404682444483767	2.48557159696321	464.962264150943	CDC42: 464.962264150943
CDC42-AS1	0.00023595521236921	0.00574912833144751	18954.9339622641	CDC42-AS1: 18954.9339622641
CDC42-IT1	0.00018821429932228	0.026500413610316	16908.5849056604	CDC42-IT1: 16908.5849056604
WNT4	0.0237314727357992	1.88664416480556	1201.47169811321	WNT4: 1201.47169811321
AL445253.1	0.00110447717483962	0.0723104565365443	11149.8679245283	AL445253.1: 11149.8679245283
ZBTB40	0.0015809295304232	0.16243888024501	9729.58490566038	ZBTB40: 9729.58490566038
ZBTB40-IT1	0	4.87951663748014e-05	27241.6698113208	ZBTB40-IT1: 27241.6698113208
EPHA8	0.000240985295811271	0.0303573477426326	17068.9056603774	EPHA8: 17068.9056603774
C1QA	0.00089802989021761	0.0244962991942397	13029.7641509434	C1QA: 13029.7641509434
C1QC	0.00123845551282222	0.0349752289517625	12008.3773584906	C1QC: 12008.3773584906
C1QB	0.0019783165046089	0.0373221217391946	10317.4433962264	C1QB: 10317.4433962264
EPHB2	0.00150668954037949	0.126011761596348	10684.5283018868	EPHB2: 10684.5283018868
AL512444.1	0	0	27241.6698113208	AL512444.1: 27241.6698113208
LACTBL1	0	0	27241.6698113208	LACTBL1: 27241.6698113208
TEX46	1.99287598910595e-05	0.0019491341050191	24720.679245283	TEX46: 24720.679245283
KDM1A	0.00523704825415498	0.444905660421848	4800.50943396226	KDM1A: 4800.50943396226
AL031428.1	1.23348627830953e-07	0.000104143958145009	27064.3018867925	AL031428.1: 27064.3018867925
LUZP1	0.00376251394217243	0.3501044352732	6245.01886792453	LUZP1: 6245.01886792453
HTR1D	1.45127063165411e-06	0.000835753717120458	26213.7452830189	HTR1D: 26213.7452830189
LINC01355	0.00106487969895249	0.0975026091201514	11219.7547169811	LINC01355: 11219.7547169811
AL109936.6	2.62010173639348e-05	0.00233783137910138	24154.820754717	AL109936.6: 24154.820754717
HNRNPR	0.0188268238326745	1.50448293894393	1214.67924528302	HNRNPR: 1214.67924528302
ZNF436	0.000486811553903334	0.0446112194690188	13916.8773584906	ZNF436: 13916.8773584906
ZNF436-AS1	0.00113489782531315	0.0736233280882408	11075.7169811321	ZNF436-AS1: 11075.7169811321
AL109936.2	2.27408372820489e-05	0.00202358905295033	25285.820754717	AL109936.2: 25285.820754717
TCEA3	0.00390598976704864	0.275439274963645	6969	TCEA3: 6969
ASAP3	0.000410110929689628	0.0310098407400317	15380.6132075472	ASAP3: 15380.6132075472
E2F2	5.27279054712113e-06	0.00120379306718494	24767.641509434	E2F2: 24767.641509434
AL021154.1	3.81586009897087e-06	0.000885177261797695	26504.858490566	AL021154.1: 26504.858490566
ID3	0.0241690474916273	0.807975976648282	1042.30188679245	ID3: 1042.30188679245
AL450043.1	2.73847825042865e-06	0.000599916539216357	26548.1132075472	AL450043.1: 26548.1132075472
MDS2	4.57597750627435e-06	0.000788435951349743	26332.4622641509	MDS2: 26332.4622641509
RPL11	0.0821447407820216	7.568006008339	91.2452830188679	RPL11: 91.2452830188679
ELOA-AS1	0.00235980224101563	0.131373420836164	9095.52830188679	ELOA-AS1: 9095.52830188679
ELOA	0.00475109068430255	0.400053772634274	5540.64150943396	ELOA: 5540.64150943396
PITHD1	0.0144738707892176	1.03776497289522	1732.2641509434	PITHD1: 1732.2641509434
LYPLA2	0.0081639412198701	0.515387926582184	3828.52830188679	LYPLA2: 3828.52830188679
