ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Celltype
GO:0007015	actin filament organization	30/664	434/18866	0.000362089	0.002795005	0.002082437	WAS/NCKAP1L/MYO1F/AIF1/PHACTR1/PLEK/GPR65/MYO1G/CORO1A/WIPF1/SH3BP1/HCLS1/PYCARD/CAPG/HCK/LCP1/RAC2/RHOH/SH3PXD2B/ARHGAP25/IQGAP2/GAS7/GAS2L3/GMFG/PPARGC1B/BCL2/PSTPIP2/TRPV4/CASS4/PSTPIP1	30	Immune
GO:0051928	positive regulation of calcium ion transport	13/664	122/18866	0.000367645	0.002833105	0.002110823	ARRB2/LILRA5/CD4/STAC3/CCR1/P2RX7/CCL3/LILRA2/TRPV2/LGALS3/CCL4/KCNE3/P2RY6	13	Immune
GO:0030866	cortical actin cytoskeleton organization	7/664	39/18866	0.00037337	0.002862716	0.002132885	NCKAP1L/PLEK/FMNL1/FMNL2/TNF/KIF23/ANLN	7	Immune
GO:0042092	type 2 immune response	7/664	39/18866	0.00037337	0.002862716	0.002132885	IL10/CD86/CD74/BATF/HLX/NLRP3/NOD2	7	Immune
GO:0055069	zinc ion homeostasis	7/664	39/18866	0.00037337	0.002862716	0.002132885	TMC8/S100A9/S100A8/MT1H/MT1A/MT1M/MT1HL1	7	Immune
GO:0050688	regulation of defense response to virus	10/664	78/18866	0.000396412	0.003031785	0.002258851	FGL2/IL12RB1/PYCARD/PTPN22/LILRB1/MICB/IL1B/CGAS/IL2RA/MMP12	10	Immune
GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	14/664	139/18866	0.000397415	0.003031785	0.002258851	WAS/NCKAP1L/VAV1/FCGR2A/MYO1G/WIPF1/SYK/PTPRC/FCGR2B/LYN/FCGR3A/FGR/HCK/FCGR1A	14	Immune
GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	14/664	139/18866	0.000397415	0.003031785	0.002258851	WAS/NCKAP1L/VAV1/FCGR2A/MYO1G/WIPF1/SYK/PTPRC/FCGR2B/LYN/FCGR3A/FGR/HCK/FCGR1A	14	Immune
GO:0010759	positive regulation of macrophage chemotaxis	5/664	19/18866	0.000410155	0.003074548	0.002290712	C5AR1/CSF1R/C3AR1/CMKLR1/TRPV4	5	Immune
GO:0045780	positive regulation of bone resorption	5/664	19/18866	0.000410155	0.003074548	0.002290712	ADAM8/SYK/DCSTAMP/PPARGC1B/CA2	5	Immune
GO:0046852	positive regulation of bone remodeling	5/664	19/18866	0.000410155	0.003074548	0.002290712	ADAM8/SYK/DCSTAMP/PPARGC1B/CA2	5	Immune
GO:0071800	podosome assembly	5/664	19/18866	0.000410155	0.003074548	0.002290712	BIN2/HCK/LCP1/SH3PXD2B/TNF	5	Immune
GO:0150146	cell junction disassembly	5/664	19/18866	0.000410155	0.003074548	0.002290712	C1QC/C1QA/TREM2/C1QB/ITGAM	5	Immune
GO:0034372	very-low-density lipoprotein particle remodeling	4/664	11/18866	0.000411782	0.003074548	0.002290712	APOC2/APOE/LPL/CETP	4	Immune
GO:0035747	natural killer cell chemotaxis	4/664	11/18866	0.000411782	0.003074548	0.002290712	CCL3/PIK3CG/CCL4/CCL7	4	Immune
GO:0070339	response to bacterial lipopeptide	4/664	11/18866	0.000411782	0.003074548	0.002290712	CD14/TLR1/TLR6/TLR2	4	Immune
GO:0071220	cellular response to bacterial lipoprotein	4/664	11/18866	0.000411782	0.003074548	0.002290712	CD14/TLR1/TLR6/TLR2	4	Immune
GO:0071221	cellular response to bacterial lipopeptide	4/664	11/18866	0.000411782	0.003074548	0.002290712	CD14/TLR1/TLR6/TLR2	4	Immune
GO:0071609	chemokine (C-C motif) ligand 5 production	4/664	11/18866	0.000411782	0.003074548	0.002290712	SIRPA/IL10/MCOLN2/TRPV4	4	Immune
GO:0097048	dendritic cell apoptotic process	4/664	11/18866	0.000411782	0.003074548	0.002290712	LYN/LILRB1/LGALS9/AXL	4	Immune
GO:2000668	regulation of dendritic cell apoptotic process	4/664	11/18866	0.000411782	0.003074548	0.002290712	LYN/LILRB1/LGALS9/AXL	4	Immune
GO:0000187	activation of MAPK activity	15/664	156/18866	0.000412528	0.003075089	0.002291115	C5AR1/P2RX7/SYK/PTPRC/CD74/TLR4/MLKL/TNF/IL1B/PDE6G/FPR1/IGF1/NOD2/MAP4K1/IQGAP3	15	Immune
GO:0022604	regulation of cell morphogenesis	33/664	499/18866	0.000415302	0.003090712	0.002302755	LST1/CSF1R/ARHGAP4/ITGB2/CORO1A/PLXNC1/FMNL1/FGD2/CCL3/FGR/HCK/ARHGAP15/RAC2/APOE/RHOH/SEMA6B/ZEB2/DISC1/PTPRO/FMNL2/TRPV2/FES/PDPN/DOCK5/UNC13D/LRP1/SEMA3C/FGD3/SYNE3/SEMA4A/CASS4/DRAXIN/CCL7	33	Immune
GO:0031098	stress-activated protein kinase signaling cascade	23/664	300/18866	0.000417897	0.00310496	0.002313371	SCIMP/SIRPA/NCF1/SYK/FCGR2B/LYN/PYCARD/PTPN22/FGD2/TLR4/ZEB2/MAP3K8/TLR6/LGALS9/CARD9/MLKL/ARHGEF6/RASSF2/TNF/IL1B/TRPV4/NOD2/MAP4K1	23	Immune
GO:0010883	regulation of lipid storage	8/664	52/18866	0.00043203	0.00320475	0.00238772	MSR1/ABCA1/NR1H3/PLIN2/PPARG/ITGB3/LPL/TNF	8	Immune
GO:0006809	nitric oxide biosynthetic process	10/664	79/18866	0.000439816	0.003254297	0.002424635	CLEC7A/AIF1/ITGB2/ACP5/SIRPA/IL10/TLR4/TLR6/TNF/IL1B	10	Immune
GO:0033032	regulation of myeloid cell apoptotic process	6/664	29/18866	0.000441563	0.003254297	0.002424635	CCR5/FCER1G/CLEC5A/MEF2C/BCL2/NOD2	6	Immune
GO:0071624	positive regulation of granulocyte chemotaxis	6/664	29/18866	0.000441563	0.003254297	0.002424635	C5AR1/NCKAP1L/C3AR1/CD74/RAC2/CXCL8	6	Immune
GO:2000108	positive regulation of leukocyte apoptotic process	6/664	29/18866	0.000441563	0.003254297	0.002424635	ADAM8/P2RX7/IL10/LYN/LGALS9/MEF2C	6	Immune
GO:0070997	neuron death	26/664	360/18866	0.000455405	0.003350898	0.002496608	C5AR1/ARRB2/TNFRSF1B/ITGB2/TYROBP/ADAM8/CORO1A/C1QA/IL10/FCGR2B/GPNMB/CCL3/TLR4/LGMN/APOE/ITGAM/TLR6/AXL/CASP8/MEF2C/LRP1/BCL2/TNF/HMOX1/MYBL2/DRAXIN	26	Immune
GO:0048015	phosphatidylinositol-mediated signaling	17/664	192/18866	0.000462011	0.003394035	0.002528748	CSF1R/PTPN6/NCF1/PTAFR/PIK3R5/LYN/HCLS1/FGR/PIK3CG/HCST/OSM/PIK3AP1/TNF/PLCB2/PRR5L/CEP55/IGF1	17	Immune
GO:0032479	regulation of type I interferon production	13/664	125/18866	0.000465651	0.003415273	0.002544571	HAVCR2/SIRPA/IL10/SYK/PYCARD/PTPN22/TLR4/CD14/LILRB1/TLR2/IRF5/TLR7/CGAS	13	Immune
GO:1903707	negative regulation of hemopoiesis	15/664	158/18866	0.000472495	0.003459907	0.002577826	LILRB4/LILRB3/C1QC/RUNX3/FGL2/FCGR2B/LYN/CD74/CCL3/TLR4/UBASH3B/INPP5D/LILRB1/HLX/LAG3	15	Immune
GO:0043270	positive regulation of ion transport	22/664	284/18866	0.000480725	0.003514534	0.002618526	ARRB2/LILRA5/CD4/STAC3/CCR1/P2RX7/PTAFR/TREM2/CCL3/CTSS/APOE/KCNE1/LILRA2/TRPV2/LGALS3/CCL4/KCNE3/P2RY6/IL1B/ACSL5/FABP3/CETP	22	Immune
GO:0061756	leukocyte adhesion to vascular endothelial cell	8/664	53/18866	0.000493379	0.003598204	0.002680865	ITGB2/ITGB7/PTAFR/SPN/SELPLG/ITGA4/TNF/SELL	8	Immune
GO:0006641	triglyceride metabolic process	12/664	110/18866	0.000493747	0.003598204	0.002680865	APOBR/APOC2/APOC1/APOE/PIK3CG/NR1H3/MGLL/LPL/FABP3/FABP4/CETP/PNPLA3	12	Immune
GO:0046578	regulation of Ras protein signal transduction	17/664	194/18866	0.000520453	0.003786771	0.002821358	CYTH4/VAV1/MYO9B/ABCA1/GPR65/LPAR6/LYN/ARHGDIB/SH3BP1/GPR35/APOE/RASAL3/DENND3/RASGRP4/STARD8/IGF1/GPR18	17	Immune
GO:0051403	stress-activated MAPK cascade	22/664	286/18866	0.000528604	0.00383395	0.002856509	SCIMP/SIRPA/NCF1/SYK/FCGR2B/PYCARD/PTPN22/FGD2/TLR4/ZEB2/MAP3K8/TLR6/LGALS9/CARD9/MLKL/ARHGEF6/RASSF2/TNF/IL1B/TRPV4/NOD2/MAP4K1	22	Immune
GO:0002689	negative regulation of leukocyte chemotaxis	5/664	20/18866	0.000531139	0.00383395	0.002856509	SLAMF8/C5AR2/PADI2/GPR18/CYP19A1	5	Immune
GO:0002827	positive regulation of T-helper 1 type immune response	5/664	20/18866	0.000531139	0.00383395	0.002856509	SLC11A1/IL12RB1/IL1B/HLX/CD80	5	Immune
GO:0007252	I-kappaB phosphorylation	5/664	20/18866	0.000531139	0.00383395	0.002856509	SIRPA/TLR4/TLR2/TLR7/TNF	5	Immune
GO:0010878	cholesterol storage	5/664	20/18866	0.000531139	0.00383395	0.002856509	MSR1/ABCA1/NR1H3/PPARG/LPL	5	Immune
GO:0034110	regulation of homotypic cell-cell adhesion	6/664	30/18866	0.00053569	0.003848535	0.002867376	SYK/LYN/UBASH3B/PDPN/PLAUR/LGALS1	6	Immune
GO:0035666	TRIF-dependent toll-like receptor signaling pathway	6/664	30/18866	0.00053569	0.003848535	0.002867376	CD300LF/LY96/TLR4/CD14/TLR6/CASP8	6	Immune
GO:0061082	myeloid leukocyte cytokine production	6/664	30/18866	0.00053569	0.003848535	0.002867376	FCER1G/CD74/TLR4/LILRB1/IRAK3/HMOX1	6	Immune
GO:0032606	type I interferon production	13/664	127/18866	0.000542608	0.003892106	0.002899838	HAVCR2/SIRPA/IL10/SYK/PYCARD/PTPN22/TLR4/CD14/LILRB1/TLR2/IRF5/TLR7/CGAS	13	Immune
GO:0051897	positive regulation of protein kinase B signaling	16/664	178/18866	0.000569498	0.00407857	0.003038765	ARRB2/VAV1/ADAM8/PIK3R5/CD86/HCLS1/CCL3/RAC2/PIK3CG/OSM/AXL/PIK3AP1/HBEGF/TNF/CD80/EREG	16	Immune
GO:0043523	regulation of neuron apoptotic process	18/664	214/18866	0.000589002	0.004211643	0.003137912	C5AR1/ARRB2/TYROBP/ADAM8/CORO1A/IL10/CCL3/LGMN/APOE/ITGAM/AXL/MEF2C/LRP1/BCL2/TNF/HMOX1/MYBL2/DRAXIN	18	Immune
GO:0030193	regulation of blood coagulation	10/664	82/18866	0.000594347	0.004234305	0.003154796	PLEK/FCER1G/SYK/LYN/TLR4/APOE/UBASH3B/PDPN/PLAUR/PLAU	10	Immune
GO:0006509	membrane protein ectodomain proteolysis	7/664	42/18866	0.000597742	0.004234305	0.003154796	TNFRSF1B/ADAM8/P2RX7/IL10/APOE/TNF/IL1B	7	Immune
GO:0002730	regulation of dendritic cell cytokine production	4/664	12/18866	0.000600525	0.004234305	0.003154796	SCIMP/TLR4/BST2/NOD2	4	Immune
GO:0033700	phospholipid efflux	4/664	12/18866	0.000600525	0.004234305	0.003154796	APOC2/ABCA1/APOC1/APOE	4	Immune
GO:0036005	response to macrophage colony-stimulating factor	4/664	12/18866	0.000600525	0.004234305	0.003154796	CSF1R/TLR4/TLR2/DCSTAMP	4	Immune
GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	4/664	12/18866	0.000600525	0.004234305	0.003154796	CSF1R/TLR4/TLR2/DCSTAMP	4	Immune
GO:0042492	gamma-delta T cell differentiation	4/664	12/18866	0.000600525	0.004234305	0.003154796	NCKAP1L/SYK/PTPRC/GPR18	4	Immune
GO:0071888	macrophage apoptotic process	4/664	12/18866	0.000600525	0.004234305	0.003154796	CCR5/CTSL/MEF2C/NOD2	4	Immune
GO:0072540	T-helper 17 cell lineage commitment	4/664	12/18866	0.000600525	0.004234305	0.003154796	IL12RB1/BATF/IRF4/LY9	4	Immune
GO:1901216	positive regulation of neuron death	11/664	97/18866	0.000602963	0.004244936	0.003162717	ITGB2/TYROBP/C1QA/FCGR2B/CCL3/TLR4/ITGAM/TLR6/CASP8/TNF/MYBL2	11	Immune
GO:0034765	regulation of ion transmembrane transport	32/664	489/18866	0.000604261	0.004247514	0.003164637	CYBB/KCNAB2/SLC31A2/PTPN6/STAC3/CORO1A/KCNK13/P2RX7/PTAFR/TREM2/LYN/CACNA2D4/GPR35/CTSS/CYBA/UBASH3B/PIK3CG/TCIRG1/KCNJ5/KCNE1/NETO2/MEF2C/HVCN1/KCNE3/CATSPER1/P2RY6/ACSL5/CACNA2D3/HAMP/CRHBP/MMP9/OPRL1	32	Immune
GO:0034368	protein-lipid complex remodeling	6/664	31/18866	0.000644698	0.004517836	0.003366042	PLA2G7/APOC2/APOC1/APOE/LPL/CETP	6	Immune
GO:0034369	plasma lipoprotein particle remodeling	6/664	31/18866	0.000644698	0.004517836	0.003366042	PLA2G7/APOC2/APOC1/APOE/LPL/CETP	6	Immune
GO:0097305	response to alcohol	19/664	234/18866	0.000647708	0.004531969	0.003376573	SPI1/CYBB/CCR5/ABCA1/RGS19/CCL3/CYBA/CD14/TGFBR2/ADCY3/CASP8/PPARG/P2RY6/HAMP/PTGER2/CRHBP/S100A8/CCL7/MAP4K1	19	Immune
GO:1900046	regulation of hemostasis	10/664	83/18866	0.000654879	0.00457513	0.00340873	PLEK/FCER1G/SYK/LYN/TLR4/APOE/UBASH3B/PDPN/PLAUR/PLAU	10	Immune
GO:0048010	vascular endothelial growth factor receptor signaling pathway	11/664	98/18866	0.000658067	0.004590373	0.003420087	NCKAP1L/CYBB/VAV1/NCF4/NCF1/NCF2/PRKCB/CYBA/AXL/ITGB3/IL1B	11	Immune
GO:1903978	regulation of microglial cell activation	5/664	21/18866	0.000677081	0.004715792	0.003513531	TREM2/PTPRC/CCL3/CTSC/CST7	5	Immune
GO:0008361	regulation of cell size	16/664	181/18866	0.00068345	0.004752896	0.003541176	VAV1/PLEK/ARHGAP4/P2RX7/APOE/SEMA6B/DISC1/TRPV2/IL7R/LRP1/SEMA3C/TRPV4/SEMA4A/KCNN4/DRAXIN/IQGAP3	16	Immune
GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	7/664	43/18866	0.000692589	0.004809122	0.003583067	HAVCR2/PTPN6/PTPRC/FCGR2B/LILRB1/IL7R/CR1	7	Immune
GO:0032147	activation of protein kinase activity	24/664	331/18866	0.00070299	0.004873919	0.003631345	CD300A/C5AR1/NCKAP1L/SLC11A1/P2RX7/SYK/CD86/PTPRC/CD74/TLR4/MAP3K8/TLR6/TGFBR2/ADCY3/MLKL/ITGB3/TNF/IL1B/PDE6G/FPR1/IGF1/NOD2/MAP4K1/IQGAP3	24	Immune
GO:0045927	positive regulation of growth	21/664	274/18866	0.000734876	0.005087258	0.003790294	SASH3/RPS6KA1/CXCL16/SH3PXD2B/CYBA/DISC1/MMP14/TRPV2/TGFBR2/BASP1/CD38/MEF2C/LRP1/BCL2/HBEGF/RFTN1/HAMP/HLX/S100A9/S100A8/IGF1	21	Immune
GO:0030449	regulation of complement activation	12/664	115/18866	0.000738405	0.005103947	0.003802728	C5AR1/C1QC/C3AR1/C1QA/C1QB/A2M/VSIG4/C5AR2/C2/IL1B/CR1/CFP	12	Immune
GO:0032872	regulation of stress-activated MAPK cascade	19/664	237/18866	0.000755727	0.005215776	0.003886048	SCIMP/SIRPA/NCF1/SYK/FCGR2B/PYCARD/PTPN22/FGD2/TLR4/ZEB2/TLR6/CARD9/MLKL/RASSF2/TNF/IL1B/TRPV4/NOD2/MAP4K1	19	Immune
GO:0034367	protein-containing complex remodeling	6/664	32/18866	0.000770127	0.005307132	0.003954113	PLA2G7/APOC2/APOC1/APOE/LPL/CETP	6	Immune
GO:0045807	positive regulation of endocytosis	11/664	100/18866	0.000780892	0.005365104	0.003997305	NCKAP1L/ARRB2/RAB31/TREM2/SYK/DAB2/APOE/CD14/AXL/PPARG/LRP1	11	Immune
GO:0050848	regulation of calcium-mediated signaling	11/664	100/18866	0.000780892	0.005365104	0.003997305	PLEK/CD4/TREM2/SYK/CMKLR1/CCL3/CCL4/P2RY6/TNF/TBC1D10C/IGF1	11	Immune
GO:1903531	negative regulation of secretion by cell	15/664	166/18866	0.000792703	0.005438064	0.004051664	CD300A/CD84/TNFRSF1B/FCGR2B/SRGN/FRMD4A/APOE/NR1H3/LILRB1/OSM/LGALS9/IL1B/HMOX1/CRHBP/NLRP12	15	Immune
GO:0032620	interleukin-17 production	7/664	44/18866	0.00079897	0.005464617	0.004071448	NCKAP1L/TLR4/VSIR/OSM/RFTN1/LY9/NOD2	7	Immune
GO:2000404	regulation of T cell migration	7/664	44/18866	0.00079897	0.005464617	0.004071448	AIF1/ADAM8/DOCK8/SPN/PYCARD/ITGA4/TNFSF14	7	Immune
GO:0060760	positive regulation of response to cytokine stimulus	8/664	57/18866	0.000813175	0.00555345	0.004137634	CD300LF/TREM2/CD74/TLR4/CASP1/TLR2/AXL/MMP12	8	Immune
GO:0030198	extracellular matrix organization	27/664	395/18866	0.000828482	0.005649531	0.004209219	TNFRSF1B/ITGB2/ITGAX/ADAM8/CTSL/ITGB7/LCP1/ITGA9/CTSS/ITGAM/SH3PXD2B/ITGA4/COL8A2/A2M/MMP14/TGFBI/PDPN/ITGB3/ADAMTSL4/LRP1/MMP19/TNF/ITGAL/ICAM4/MMP9/MMP25/MMP12	27	Immune
GO:0002371	dendritic cell cytokine production	4/664	13/18866	0.000843373	0.005691522	0.004240505	SCIMP/TLR4/BST2/NOD2	4	Immune
GO:0032493	response to bacterial lipoprotein	4/664	13/18866	0.000843373	0.005691522	0.004240505	CD14/TLR1/TLR6/TLR2	4	Immune
GO:0033089	positive regulation of T cell differentiation in thymus	4/664	13/18866	0.000843373	0.005691522	0.004240505	ADAM8/IL7R/IL1B/TESPA1	4	Immune
GO:0034370	triglyceride-rich lipoprotein particle remodeling	4/664	13/18866	0.000843373	0.005691522	0.004240505	APOC2/APOE/LPL/CETP	4	Immune
GO:0060100	positive regulation of phagocytosis, engulfment	4/664	13/18866	0.000843373	0.005691522	0.004240505	NCKAP1L/RAB31/TREM2/PPARG	4	Immune
GO:1905155	positive regulation of membrane invagination	4/664	13/18866	0.000843373	0.005691522	0.004240505	NCKAP1L/RAB31/TREM2/PPARG	4	Immune
GO:2001198	regulation of dendritic cell differentiation	4/664	13/18866	0.000843373	0.005691522	0.004240505	LILRB2/FCGR2B/LILRB1/LGALS9	4	Immune
GO:0010888	negative regulation of lipid storage	5/664	22/18866	0.000851058	0.005718006	0.004260237	ABCA1/NR1H3/PPARG/ITGB3/TNF	5	Immune
GO:0045624	positive regulation of T-helper cell differentiation	5/664	22/18866	0.000851058	0.005718006	0.004260237	CD86/IL12RB1/HLX/NLRP3/CD80	5	Immune
GO:0050765	negative regulation of phagocytosis	5/664	22/18866	0.000851058	0.005718006	0.004260237	CD300A/CD300LF/SIRPA/FCGR2B/TLR2	5	Immune
GO:0043062	extracellular structure organization	27/664	396/18866	0.000860346	0.005771909	0.004300398	TNFRSF1B/ITGB2/ITGAX/ADAM8/CTSL/ITGB7/LCP1/ITGA9/CTSS/ITGAM/SH3PXD2B/ITGA4/COL8A2/A2M/MMP14/TGFBI/PDPN/ITGB3/ADAMTSL4/LRP1/MMP19/TNF/ITGAL/ICAM4/MMP9/MMP25/MMP12	27	Immune
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	10/664	86/18866	0.000867715	0.005812802	0.004330865	PYCARD/NLRC4/CASP8/PPARG/CTSH/TNF/S100A9/NLRP3/S100A8/NLRP12	10	Immune
GO:0046683	response to organophosphorus	13/664	134/18866	0.000902026	0.006033789	0.004495514	P2RX7/PTAFR/PIK3CG/KCNE1/P2RY11/AQP9/PPARGC1B/MMP19/P2RY2/P2RY6/IL1B/CRHBP/SELL	13	Immune
GO:0061041	regulation of wound healing	14/664	151/18866	0.000911256	0.006086601	0.004534861	CLEC7A/PLEK/FCER1G/SYK/LYN/TLR4/APOE/UBASH3B/PDPN/PLAUR/PLAU/HBEGF/CD109/TNF	14	Immune
GO:0002861	regulation of inflammatory response to antigenic stimulus	6/664	33/18866	0.000913591	0.00609328	0.004539837	BTK/FCER1G/IL10/FCGR2B/HLA-DRB1/TNF	6	Immune
GO:0045429	positive regulation of nitric oxide biosynthetic process	7/664	45/18866	0.000917847	0.006103816	0.004547687	CLEC7A/AIF1/ITGB2/TLR4/TLR6/TNF/IL1B	7	Immune
GO:0052372	modulation by symbiont of entry into host	7/664	45/18866	0.000917847	0.006103816	0.004547687	CD4/CD74/HLA-DRB1/TRIM14/LGALS9/LGALS1/CXCL8	7	Immune
GO:0010517	regulation of phospholipase activity	9/664	73/18866	0.001020529	0.006776788	0.00504909	C5AR1/APOC2/PTAFR/CD86/GNA15/LRP1/P2RY6/PLCB2/RASGRP4	9	Immune
GO:0045454	cell redox homeostasis	8/664	59/18866	0.001026127	0.006794182	0.005062049	CYBB/NCF4/SLC11A1/NCF1/NCF2/RAC2/CYBA/HVCN1	8	Immune
GO:0046456	icosanoid biosynthetic process	8/664	59/18866	0.001026127	0.006794182	0.005062049	TBXAS1/ALOX5AP/SYK/CD74/PTGS1/ALOX15B/IL1B/HPGDS	8	Immune
GO:0050818	regulation of coagulation	10/664	88/18866	0.001038888	0.006868705	0.005117573	PLEK/FCER1G/SYK/LYN/TLR4/APOE/UBASH3B/PDPN/PLAUR/PLAU	10	Immune
GO:0010863	positive regulation of phospholipase C activity	7/664	46/18866	0.001050225	0.006933613	0.005165933	C5AR1/PTAFR/CD86/GNA15/P2RY6/PLCB2/RASGRP4	7	Immune
GO:0032693	negative regulation of interleukin-10 production	5/664	23/18866	0.00105626	0.006963379	0.00518811	TYROBP/FCGR2B/LILRB1/VSIR/PDCD1LG2	5	Immune
GO:0019058	viral life cycle	24/664	341/18866	0.001061725	0.006989307	0.005207428	CTSB/CCR5/CD4/CTSL/ITGB7/CD86/CD74/SELPLG/APOE/CLEC5A/HLA-DRB1/CD209/TRIM14/LGALS9/BST2/AXL/ITGB3/BCL2/LGALS1/TNF/OAS2/CR1/CD80/CXCL8	24	Immune
GO:0002756	MyD88-independent toll-like receptor signaling pathway	6/664	34/18866	0.001076766	0.007027478	0.005235867	CD300LF/LY96/TLR4/CD14/TLR6/CASP8	6	Immune
GO:0007202	activation of phospholipase C activity	6/664	34/18866	0.001076766	0.007027478	0.005235867	C5AR1/CD86/GNA15/P2RY6/PLCB2/RASGRP4	6	Immune
GO:0010922	positive regulation of phosphatase activity	6/664	34/18866	0.001076766	0.007027478	0.005235867	CD300A/PLEK/CD33/PTPRC/MEF2C/PPARGC1B	6	Immune
GO:0030851	granulocyte differentiation	6/664	34/18866	0.001076766	0.007027478	0.005235867	SPI1/EVI2B/C1QC/HCLS1/CEBPA/INPP5D	6	Immune
GO:0032814	regulation of natural killer cell activation	6/664	34/18866	0.001076766	0.007027478	0.005235867	HAVCR2/TYROBP/PTPN22/FGR/PRDM1/AXL	6	Immune
GO:0070232	regulation of T cell apoptotic process	6/664	34/18866	0.001076766	0.007027478	0.005235867	ADAM8/DOCK8/LGALS9/IL7R/LGALS3/GIMAP8	6	Immune
GO:0014065	phosphatidylinositol 3-kinase signaling	14/664	154/18866	0.001103942	0.007194545	0.005360342	PTPN6/NCF1/PIK3R5/LYN/HCLS1/FGR/PIK3CG/HCST/OSM/PIK3AP1/TNF/PRR5L/CEP55/IGF1	14	Immune
GO:0046503	glycerolipid catabolic process	9/664	74/18866	0.001126293	0.007329744	0.005461072	PLA2G7/APOC2/APOC1/PIK3CG/MGLL/LPL/FABP3/FABP4/PNPLA3	9	Immune
GO:0032535	regulation of cellular component size	26/664	383/18866	0.001132934	0.007362456	0.005485445	WAS/NCKAP1L/VAV1/PLEK/ARHGAP4/CORO1A/P2RX7/SH3BP1/HCLS1/PYCARD/CAPG/HCK/APOE/SEMA6B/DISC1/IQGAP2/TRPV2/IL7R/GMFG/LRP1/SEMA3C/TRPV4/SEMA4A/KCNN4/DRAXIN/IQGAP3	26	Immune
GO:0001771	immunological synapse formation	4/664	14/18866	0.001148024	0.007392253	0.005507646	DOCK2/HAVCR2/DOCK8/LGALS3	4	Immune
GO:0010935	regulation of macrophage cytokine production	4/664	14/18866	0.001148024	0.007392253	0.005507646	CD74/TLR4/LILRB1/IRAK3	4	Immune
GO:0045591	positive regulation of regulatory T cell differentiation	4/664	14/18866	0.001148024	0.007392253	0.005507646	LILRB4/LILRB2/VSIR/LGALS9	4	Immune
GO:0070431	nucleotide-binding oligomerization domain containing 2 signaling pathway	4/664	14/18866	0.001148024	0.007392253	0.005507646	LACC1/PTPN22/TLR4/NOD2	4	Immune
GO:0070486	leukocyte aggregation	4/664	14/18866	0.001148024	0.007392253	0.005507646	RAC2/IL1B/S100A9/S100A8	4	Immune
GO:1903428	positive regulation of reactive oxygen species biosynthetic process	8/664	60/18866	0.001148147	0.007392253	0.005507646	CLEC7A/AIF1/ITGB2/TLR4/CYBA/TLR6/TNF/IL1B	8	Immune
GO:0051048	negative regulation of secretion	16/664	190/18866	0.001148862	0.007392253	0.005507646	CD300A/CD84/TNFRSF1B/FCGR2B/SRGN/FRMD4A/CD74/APOE/NR1H3/LILRB1/OSM/LGALS9/IL1B/HMOX1/CRHBP/NLRP12	16	Immune
GO:0097006	regulation of plasma lipoprotein particle levels	11/664	105/18866	0.001173164	0.007537994	0.005616231	PLA2G7/APOBR/MSR1/APOC2/ABCA1/APOC1/LIPA/APOE/LPL/HMOX1/CETP	11	Immune
GO:2000146	negative regulation of cell motility	25/664	365/18866	0.001236093	0.007931165	0.005909165	CD300A/WAS/AIF1/ARHGAP4/ADORA3/ARHGDIB/CD74/APOE/MITF/SPRED1/SLAMF8/TMIGD3/BST2/C5AR2/PPARG/MEF2C/MCTP1/LRP1/BCL2/ALOX15B/PADI2/TNF/HMOX1/GPR18/CYP19A1	25	Immune
GO:0071902	positive regulation of protein serine/threonine kinase activity	24/664	345/18866	0.001244366	0.007952417	0.005924999	C5AR1/CSF1R/ADAM8/P2RX7/PIK3R5/SYK/PTPRC/CD74/FGD2/TLR4/PIK3CG/ZEB2/MAP3K8/TLR6/MLKL/TNF/IL1B/PDE6G/FPR1/IGF1/PIK3R6/NOD2/MAP4K1/IQGAP3	24	Immune
GO:0006690	icosanoid metabolic process	12/664	122/18866	0.001244635	0.007952417	0.005924999	TBXAS1/ALOX5AP/SYK/CD74/MGLL/TLR2/PTGS1/DPEP2/ALOX15B/IL1B/CYP2S1/HPGDS	12	Immune
GO:0021782	glial cell development	12/664	122/18866	0.001244635	0.007952417	0.005924999	C5AR1/C1QA/TREM2/LYN/TLR4/TLR2/LRP1/NRROS/TNF/IL1B/S100A9/S100A8	12	Immune
GO:0098751	bone cell development	6/664	35/18866	0.00126139	0.008048198	0.005996362	PTPN6/TYROBP/FAM20C/ZNF385A/LILRB1/FLI1	6	Immune
GO:0033619	membrane protein proteolysis	8/664	61/18866	0.001281464	0.00816486	0.006083281	TNFRSF1B/ADAM8/P2RX7/IL10/APOE/CTSH/TNF/IL1B	8	Immune
GO:0034123	positive regulation of toll-like receptor signaling pathway	5/664	24/18866	0.001295975	0.008211442	0.006117988	PTPN22/CYBA/NR1H3/TLR1/TLR2	5	Immune
GO:0034143	regulation of toll-like receptor 4 signaling pathway	5/664	24/18866	0.001295975	0.008211442	0.006117988	LYN/PTPN22/NR1H3/LILRA2/RAB7B	5	Immune
