p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
PABPC1	3.98083430303842e-131	0.217875140711205	0.846	0.77	1.10424362731983e-126	3	PABPC1
FKBP2	4.35569550952866e-131	0.212945540096676	0.504	0.396	1.20822637738816e-126	3	FKBP2
ATP5F1C	8.33033303946167e-131	0.205025080342012	0.819	0.726	2.31075108181627e-126	3	ATP5F1C
CDKN1C1	7.73691575067454e-130	0.328609481820046	0.601	0.437	2.14614306007961e-125	3	CDKN1C
CEP1261	1.79807236399593e-129	0.227521085612579	0.599	0.491	4.98767293048832e-125	3	CEP126
IRF2BP21	2.1920744298652e-129	0.219627258220178	0.621	0.514	6.08059526100308e-125	3	IRF2BP2
MT-CO3	3.46629167343854e-129	0.228850687610084	0.999	0.992	9.61514647295116e-125	3	MT-CO3
HEXB	2.0489452432842e-128	0.206529245454996	0.742	0.649	5.68356921034603e-124	3	HEXB
CLDN71	2.6616392730351e-127	0.249880083693433	0.91	0.844	7.38312117947206e-123	3	CLDN7
MAPK10	3.12686678192712e-127	0.204104439014097	0.568	0.461	8.67361576638765e-123	3	MAPK10
NR4A11	3.72765438610636e-125	0.281993342536008	0.464	0.353	1.03401405016204e-120	3	NR4A1
ATP5PD	1.41671228336494e-124	0.205790700946235	0.859	0.763	3.92981820282602e-120	3	ATP5PD
RPL10	5.97408549417121e-123	0.247083386845211	0.998	0.987	1.65715157522815e-118	3	RPL10
FAM174C	9.98044664625828e-123	0.201192685750544	0.665	0.563	2.76847609520558e-118	3	FAM174C
MIA2	1.61514450262114e-122	0.200398963615666	0.722	0.634	4.48024933582079e-118	3	MIA2
RPS4Y1	5.51155774619936e-122	0.320195737440062	0.523	0.485	1.52885100321824e-117	3	RPS4Y1
DUSP11	8.76954732585038e-121	0.330199746122224	0.514	0.402	2.43258473271764e-116	3	DUSP1
SELENOM	1.57215048988899e-120	0.275136769656576	0.629	0.517	4.36098824390308e-116	3	SELENOM
ATP5PO	2.30830467793839e-120	0.205293781550728	0.873	0.78	6.4030063461333e-116	3	ATP5PO
KCNJ6	3.50016702863811e-120	0.216681279621557	0.758	0.66	9.70911332073925e-116	3	KCNJ6
MAP1LC3A	7.9464007362204e-120	0.215438314136092	0.719	0.609	2.20425210022018e-115	3	MAP1LC3A
CD241	1.11674478451996e-119	0.245460329023266	0.548	0.387	3.09773835777993e-115	3	CD24
PAPPA2	1.2531848857219e-118	0.270590896918605	0.75	0.622	3.47620955450399e-114	3	PAPPA2
CMTM8	1.48909313737283e-117	0.20738215538275	0.699	0.593	4.1305954537585e-113	3	CMTM8
TPT11	2.39227111866328e-114	0.24693931090354	0.998	0.987	6.63592085606007e-110	3	TPT1
LRATD11	8.47547025943393e-114	0.255958146318307	0.444	0.353	2.35101069526438e-109	3	LRATD1
CYC1	1.52139423684551e-113	0.202103313630075	0.73	0.637	4.22019547358576e-109	3	CYC1
CYBA	1.55390716067125e-113	0.227439266849549	0.337	0.234	4.31038307298597e-109	3	CYBA
KLHL411	2.65711258615319e-112	0.421756699403348	0.428	0.285	7.37056460273034e-108	3	KLHL41
SIL1	5.29888648320291e-112	0.205700209286443	0.849	0.771	1.46985812157565e-107	3	SIL1
H1FX	5.93563109085464e-112	0.229153717774141	0.789	0.695	1.64648470829217e-107	3	H1FX
NME1	8.99684373565833e-112	0.21240346246167	0.723	0.616	2.49563448383427e-107	3	NME1
KCNMB21	1.65210415407315e-111	0.204101553605799	0.659	0.567	4.5827717129835e-107	3	KCNMB2
HNRNPA11	5.33305355721351e-110	0.213615800688689	0.905	0.836	1.47933572623546e-105	3	HNRNPA1
MGST1	2.68525240513547e-101	0.360418580095965	0.131	0.07	7.44862164660528e-97	3	MGST1
SMIM241	1.34026071945266e-98	0.210316782415151	0.696	0.597	3.71774920968973e-94	3	SMIM24
PRKAG2-AS1	8.14541018448299e-94	0.205707059149619	0.402	0.288	2.25945533107374e-89	3	PRKAG2-AS1
FOS1	1.66867321715643e-91	0.389782692534998	0.738	0.647	4.62873263707022e-87	3	FOS
SNHG8	4.04001756039236e-89	0.202733722283538	0.866	0.793	1.12066047107724e-84	3	SNHG8
JSRP1	5.9846428468629e-87	0.204920480291872	0.342	0.263	1.6600800792913e-82	3	JSRP1
XBP1	2.76177728805648e-83	0.255433027386211	0.89	0.826	7.66089401933987e-79	3	XBP1
KCNMA11	5.79192438110819e-83	0.220306324666756	0.733	0.629	1.6066219040756e-78	3	KCNMA1
EGR11	3.50336203102165e-76	0.316891046772035	0.461	0.368	9.71797593785095e-72	3	EGR1
MT1X	3.44249966224653e-69	0.324407739919711	0.444	0.345	9.54914981310564e-65	3	MT1X
RASD11	7.1574373950484e-49	0.203614046307434	0.623	0.539	1.98540155901248e-44	3	RASD1
FXYD22	3.34786681409101e-45	0.253699119390236	0.847	0.785	9.28664775560705e-41	3	FXYD2
COX7A1	3.85050973229254e-40	0.214631190933931	0.404	0.332	1.06809289464063e-35	3	COX7A1
MT-ND6	0	1.10269247589212	0.918	0.764	0	4	MT-ND6
MT-CO31	0	0.619521641627265	0.999	0.992	0	4	MT-CO3
MT-ATP6	0	0.563510550579722	0.998	0.994	0	4	MT-ATP6
MT-CYB	0	0.546036053333965	0.998	0.99	0	4	MT-CYB
MT-CO21	0	0.522922988805305	0.999	0.995	0	4	MT-CO2
MT-ND3	0	0.470262078222389	0.998	0.992	0	4	MT-ND3
MT-CO11	4.16841983764002e-238	0.438841083368521	0.999	0.994	1.15627797876296e-233	4	MT-CO1
MT-ND4	1.4733324078772e-186	0.373877106066822	0.999	0.996	4.08687676621055e-182	4	MT-ND4
MTRNR2L12	1.48472189492672e-186	0.474494259204429	0.774	0.739	4.11847006433724e-182	4	MTRNR2L12
MT-ND1	6.70477994873065e-129	0.316146822973286	0.999	0.996	1.8598389099784e-124	4	MT-ND1
REG1A1	1.9666761215647e-87	0.263701110391848	0.313	0.164	5.45536289360831e-83	4	REG1A
INS	3.08373158877543e-62	0.444306424347178	0.672	0.46	8.55396305410417e-58	4	INS
MTRNR2L8	6.43087126722987e-47	0.294333311396611	0.648	0.619	1.78385938081689e-42	4	MTRNR2L8
IGFBP2	0	1.245353272497	0.927	0.743	0	5	IGFBP2
SMOC1	0	1.12427619782236	0.912	0.558	0	5	SMOC1
MUC131	0	1.05244377077356	0.906	0.569	0	5	MUC13
PDK41	0	1.04435998943648	0.908	0.628	0	5	PDK4
ALDH1A11	0	0.963041220499455	0.999	0.961	0	5	ALDH1A1
PEG10	0	0.955551691138627	0.769	0.586	0	5	PEG10
LOXL41	0	0.94144979516848	0.827	0.565	0	5	LOXL4
CALY	0	0.913735751343079	0.813	0.588	0	5	CALY
XBP11	0	0.898026498807073	0.948	0.821	0	5	XBP1
CRYBA22	0	0.871450016726677	0.994	0.927	0	5	CRYBA2
PART1	0	0.849412591743689	0.491	0.109	0	5	PART1
CHGB1	0	0.842884706592105	1	0.998	0	5	CHGB
SCG21	0	0.813074563632276	0.999	0.975	0	5	SCG2
CPE1	0	0.789162782287987	1	0.999	0	5	CPE
GNAS1	0	0.727188865549238	1	1	0	5	GNAS
PAPPA21	0	0.724513551465602	0.812	0.619	0	5	PAPPA2
MYDGF1	0	0.72342088589815	0.94	0.8	0	5	MYDGF
GPX31	0	0.722916466358105	0.989	0.913	0	5	GPX3
BEX11	0	0.715552168440064	0.996	0.957	0	5	BEX1
SPCS11	0	0.713217349711873	0.986	0.93	0	5	SPCS1
BEX32	0	0.71262518668604	0.982	0.886	0	5	BEX3
TMEM176A1	0	0.712539488489377	0.99	0.926	0	5	TMEM176A
TMEM176B1	0	0.711973270627884	0.997	0.972	0	5	TMEM176B
SPC251	0	0.704605984091457	0.612	0.312	0	5	SPC25
HMGB32	0	0.696964129428105	0.835	0.603	0	5	HMGB3
KRTCAP21	0	0.693545067382424	0.983	0.908	0	5	KRTCAP2
CNPY21	0	0.689874988461473	0.974	0.881	0	5	CNPY2
PPIB1	0	0.686371689725709	0.982	0.924	0	5	PPIB
C12orf752	0	0.685022427160819	0.955	0.82	0	5	C12orf75
PEMT1	0	0.681691048929444	0.951	0.821	0	5	PEMT
CFC11	0	0.680217414861667	0.762	0.533	0	5	CFC1
UQCRQ1	0	0.6781935268302	0.982	0.903	0	5	UQCRQ
TMSB101	0	0.672160284842681	0.974	0.907	0	5	TMSB10
C1orf1221	0	0.662145907305856	0.916	0.747	0	5	C1orf122
PAM1	0	0.658699491018758	0.971	0.901	0	5	PAM
RABAC11	0	0.656788525427337	0.984	0.922	0	5	RABAC1
SERF21	0	0.648641100154003	0.998	0.979	0	5	SERF2
ATP6V0B1	0	0.644900304093099	0.991	0.947	0	5	ATP6V0B
SERPINE21	0	0.643573468094911	0.863	0.68	0	5	SERPINE2
HSPA51	0	0.641846821743711	0.923	0.826	0	5	HSPA5
TMEM2581	0	0.641633312419259	0.978	0.901	0	5	TMEM258
DHRS2	0	0.63975735816879	0.409	0.204	0	5	DHRS2
PPP1R1A2	0	0.638791991871779	0.947	0.802	0	5	PPP1R1A
QDPR1	0	0.629507407136071	0.965	0.843	0	5	QDPR
OST41	0	0.629111689720891	0.956	0.843	0	5	OST4
VGF1	0	0.627627426377101	0.998	0.988	0	5	VGF
PRDX21	0	0.624253299908544	0.989	0.936	0	5	PRDX2
FEV	0	0.620366506411368	0.691	0.44	0	5	FEV
ATP5MC11	0	0.61876115371477	0.936	0.785	0	5	ATP5MC1
WNT41	0	0.618696329950037	0.817	0.683	0	5	WNT4
COX7A21	0	0.616247430563059	0.996	0.959	0	5	COX7A2
NPDC11	0	0.61561811851804	0.959	0.861	0	5	NPDC1
CLDN72	0	0.612917051119553	0.946	0.842	0	5	CLDN7
MGST31	0	0.612107976581366	0.936	0.787	0	5	MGST3
ATP5MC31	0	0.610206966882511	0.974	0.884	0	5	ATP5MC3
COX7B1	0	0.609549784270358	0.973	0.874	0	5	COX7B
CALR1	0	0.60938848954676	0.982	0.93	0	5	CALR
CHCHD101	0	0.608294936410926	0.916	0.765	0	5	CHCHD10
NDUFB21	0	0.606084709872964	0.99	0.931	0	5	NDUFB2
HOPX1	0	0.600748590204223	0.632	0.414	0	5	HOPX
DNAJC121	0	0.600077526962273	0.868	0.73	0	5	DNAJC12
TMEM1471	0	0.596092367536948	0.929	0.791	0	5	TMEM147
GCH11	0	0.59478421661345	0.843	0.632	0	5	GCH1
DYNLL12	0	0.594503666353906	0.97	0.865	0	5	DYNLL1
CTSB1	0	0.591554534826241	0.905	0.746	0	5	CTSB
CD631	0	0.590160017638652	1	0.997	0	5	CD63
ATP1B11	0	0.589759473980754	0.976	0.906	0	5	ATP1B1
BSCL21	0	0.587451049073035	0.923	0.787	0	5	BSCL2
NAA202	0	0.585603671476838	0.978	0.902	0	5	NAA20
SDF2L11	0	0.585481922624115	0.908	0.743	0	5	SDF2L1
YIF1A1	0	0.582164662509779	0.927	0.79	0	5	YIF1A
JTB1	0	0.580299348090326	0.93	0.806	0	5	JTB
NDUFA131	0	0.579862786463801	0.998	0.972	0	5	NDUFA13
UQCRH1	0	0.579525950961906	0.961	0.856	0	5	UQCRH
MANF	0	0.578322016965783	0.814	0.624	0	5	MANF
HSP90B11	0	0.578154047055064	0.963	0.899	0	5	HSP90B1
IGFBP71	0	0.577360327986753	0.962	0.889	0	5	IGFBP7
ATP5MD1	0	0.57363128373014	0.979	0.9	0	5	ATP5MD
NDUFA14	0	0.570884124464436	0.976	0.9	0	5	NDUFA1
RNASEK1	0	0.568986865266848	0.999	0.987	0	5	RNASEK
NDUFC21	0	0.568002484959978	0.982	0.913	0	5	NDUFC2
PARVB1	0	0.56785242196628	0.759	0.535	0	5	PARVB
SURF41	0	0.566851627638983	0.884	0.745	0	5	SURF4
ATP5MPL1	0	0.565738328448139	0.973	0.888	0	5	ATP5MPL
METRN1	0	0.5613648768243	0.816	0.683	0	5	METRN
PDE10A	0	0.561007145670898	0.597	0.312	0	5	PDE10A
SNRPN1	0	0.559799962389824	0.973	0.895	0	5	SNRPN
HSPE11	0	0.558557050443215	0.976	0.889	0	5	HSPE1
TMEM2081	0	0.556366709459419	0.916	0.784	0	5	TMEM208
IER3IP11	0	0.556144172436091	0.907	0.753	0	5	IER3IP1
SEC61B1	0	0.553891964244118	0.981	0.907	0	5	SEC61B
ERLEC11	0	0.55367883358768	0.82	0.636	0	5	ERLEC1
PAK31	0	0.553578361479377	0.904	0.776	0	5	PAK3
TMED101	0	0.553460048101124	0.972	0.9	0	5	TMED10
CUTA1	0	0.551731779045199	0.98	0.933	0	5	CUTA
MDH21	0	0.551212141382061	0.944	0.84	0	5	MDH2
TMED31	0	0.549385344236294	0.939	0.839	0	5	TMED3
SLC30A82	0	0.54929643576373	0.964	0.836	0	5	SLC30A8
PCSK21	0	0.546506255075133	0.992	0.959	0	5	PCSK2
EPCAM1	0	0.545494494178882	0.993	0.969	0	5	EPCAM
KDELR21	0	0.544606166585449	0.899	0.763	0	5	KDELR2
RGS9	0	0.543578642281576	0.61	0.361	0	5	RGS9
EEF1B21	0	0.542718503401004	0.979	0.92	0	5	EEF1B2
MICOS101	0	0.542310186033665	0.965	0.866	0	5	MICOS10
DPM31	0	0.538692930074535	0.9	0.761	0	5	DPM3
CD811	0	0.538144421358602	0.906	0.866	0	5	CD81
SARAF1	0	0.537839664460511	0.981	0.937	0	5	SARAF
ATP5MG1	0	0.537129798964893	0.991	0.941	0	5	ATP5MG
ATP5PF1	0	0.536344162205451	0.978	0.898	0	5	ATP5PF
COX6C1	0	0.535983723831269	0.99	0.939	0	5	COX6C
SSR21	0	0.532271755158888	0.954	0.877	0	5	SSR2
NME21	0	0.531703021243475	0.993	0.95	0	5	NME2
COX8A1	0	0.530773208834986	0.995	0.953	0	5	COX8A
ATP5IF11	0	0.530285014778745	0.977	0.892	0	5	ATP5IF1
NDUFV2	0	0.530243059670961	0.932	0.812	0	5	NDUFV2
TM4SF41	0	0.529341860538462	0.994	0.946	0	5	TM4SF4
P4HTM1	0	0.529066483391989	0.897	0.769	0	5	P4HTM
NDUFB111	0	0.52576799101065	0.958	0.862	0	5	NDUFB11
NDUFB31	0	0.52491220295496	0.918	0.762	0	5	NDUFB3
LAPTM4B1	0	0.524902831543434	0.911	0.783	0	5	LAPTM4B
NDUFB81	0	0.524469124973115	0.982	0.914	0	5	NDUFB8
NDUFA71	0	0.524437559574974	0.927	0.784	0	5	NDUFA7
RPS261	0	0.524130509187704	0.987	0.932	0	5	RPS26
NDUFAB11	0	0.522776598586561	0.931	0.806	0	5	NDUFAB1
ATP5ME1	0	0.521613780914254	0.946	0.835	0	5	ATP5ME
AIG1	0	0.520917501569604	0.778	0.594	0	5	AIG1
ATP5MF1	0	0.520457589030178	0.965	0.857	0	5	ATP5MF
MAGED11	0	0.520139621949843	0.802	0.608	0	5	MAGED1
NDUFS51	0	0.520137255586432	0.983	0.916	0	5	NDUFS5
DAD11	0	0.520074724185817	0.951	0.853	0	5	DAD1
SNAP25	0	0.519871922645718	0.766	0.58	0	5	SNAP25
RPL271	0	0.518673028493615	0.993	0.955	0	5	RPL27
TUBA1B2	0	0.517142077203091	0.998	0.979	0	5	TUBA1B
COX6A11	0	0.516521842936617	0.987	0.949	0	5	COX6A1
YIPF21	0	0.516435197378456	0.781	0.6	0	5	YIPF2
ADGRG1	0	0.516279336958732	0.705	0.502	0	5	ADGRG1
NME11	0	0.51538893167734	0.811	0.608	0	5	NME1
RPN21	0	0.512789502096241	0.833	0.666	0	5	RPN2
NUCB2	0	0.5127591567567	0.931	0.838	0	5	NUCB2
EMC7	0	0.512466777008905	0.853	0.701	0	5	EMC7
MRPL411	0	0.511786225683483	0.893	0.737	0	5	MRPL41
RAB3B1	0	0.510699309076139	0.846	0.685	0	5	RAB3B
UQCRB1	0	0.510413740982523	0.996	0.965	0	5	UQCRB
TMEM2361	0	0.509413163938344	0.718	0.494	0	5	TMEM236
TMA71	0	0.508224470299679	0.978	0.905	0	5	TMA7
MYL62	0	0.507766360488914	0.999	0.993	0	5	MYL6
ATP5F1D1	0	0.507303302061334	0.976	0.895	0	5	ATP5F1D
PEBP11	0	0.505530820395178	0.991	0.941	0	5	PEBP1
PARK71	0	0.505181825450696	0.986	0.924	0	5	PARK7
H3F3A2	0	0.504681373742795	0.996	0.968	0	5	H3F3A
NDUFB13	0	0.504475772916202	0.904	0.754	0	5	NDUFB1
NAXE1	0	0.504210073925484	0.833	0.646	0	5	NAXE
COX5B1	0	0.504162115111406	0.978	0.907	0	5	COX5B
NDUFAF31	0	0.503761442383057	0.902	0.74	0	5	NDUFAF3
NPNT	0	0.503610246546501	0.623	0.416	0	5	NPNT
CHPF1	0	0.503565559612469	0.778	0.587	0	5	CHPF
PRDX51	0	0.502162709541783	0.993	0.95	0	5	PRDX5
YBX11	0	0.501277886850361	0.987	0.932	0	5	YBX1
PLK21	0	0.501260949554583	0.763	0.584	0	5	PLK2
KRT101	0	0.500237971087415	0.928	0.804	0	5	KRT10
HINT12	0	0.499818360844997	0.997	0.962	0	5	HINT1
SCGN2	0	0.499777046003027	0.967	0.909	0	5	SCGN
TMEM591	0	0.499366896035932	0.994	0.971	0	5	TMEM59
ATP5F1E2	0	0.498377645161247	0.998	0.983	0	5	ATP5F1E
UBL51	0	0.498201218324198	0.98	0.916	0	5	UBL5
MZT2B1	0	0.497449988710678	0.983	0.914	0	5	MZT2B
C15orf481	0	0.497091674236527	0.817	0.632	0	5	C15orf48
C4orf482	0	0.496777343480331	0.971	0.894	0	5	C4orf48
UQCR112	0	0.495613958499597	0.98	0.914	0	5	UQCR11
ATP6V0E21	0	0.49537050453743	0.772	0.572	0	5	ATP6V0E2
ARPC31	0	0.493171890685953	0.98	0.917	0	5	ARPC3
COX6B11	0	0.493136401747078	0.983	0.915	0	5	COX6B1
COX7C1	0	0.492015683767632	0.996	0.967	0	5	COX7C
HSD17B121	0	0.491512637600664	0.77	0.636	0	5	HSD17B12
CALM11	0	0.491470801408282	0.998	0.981	0	5	CALM1
CD461	0	0.491317522206986	0.913	0.815	0	5	CD46
IDS2	0	0.491295223020446	0.968	0.916	0	5	IDS
UQCR101	0	0.488139929104547	0.975	0.886	0	5	UQCR10
PTPRN1	0	0.487764178779004	0.997	0.983	0	5	PTPRN
COPE1	0	0.487596285096163	0.962	0.874	0	5	COPE
RPL411	0	0.487520944083014	1	0.996	0	5	RPL41
VMA21	0	0.487502233155539	0.527	0.371	0	5	VMA21
COX171	0	0.48725672745177	0.979	0.897	0	5	COX17
GPX41	0	0.486469465610599	0.989	0.942	0	5	GPX4
HMGN31	0	0.486278546921979	0.911	0.762	0	5	HMGN3
UQCC21	0	0.485942237184739	0.929	0.793	0	5	UQCC2
TXNL4A1	0	0.484354717026162	0.889	0.734	0	5	TXNL4A
PTS1	0	0.484156440353483	0.808	0.608	0	5	PTS
MPC22	0	0.483766768392447	0.963	0.869	0	5	MPC2
ATRAID1	0	0.482775379536964	0.952	0.858	0	5	ATRAID
NAA382	0	0.482732837999887	0.891	0.725	0	5	NAA38
SELENOK2	0	0.482420077054429	0.941	0.838	0	5	SELENOK
CALM21	0	0.481571307154193	0.996	0.967	0	5	CALM2
RPS181	0	0.480382362819748	0.999	0.993	0	5	RPS18
PARM1	0	0.480048516129155	0.854	0.709	0	5	PARM1
PRKAG2-AS11	0	0.47969247286461	0.501	0.279	0	5	PRKAG2-AS1
ATP5PD1	0	0.479619700739552	0.9	0.761	0	5	ATP5PD
NDUFA51	0	0.479544431113922	0.909	0.771	0	5	NDUFA5
DBI2	0	0.479477532629904	0.965	0.86	0	5	DBI
NDUFC12	0	0.4792137534374	0.929	0.808	0	5	NDUFC1
CHCHD21	0	0.478885739082706	0.994	0.955	0	5	CHCHD2
RAB11A1	0	0.478501327177555	0.932	0.822	0	5	RAB11A
NDUFB71	0	0.478294230181469	0.948	0.845	0	5	NDUFB7
CSTB2	0	0.477514675256193	0.974	0.895	0	5	CSTB
ECH11	0	0.47735164293751	0.882	0.735	0	5	ECH1
ATP6V1G11	0	0.476513882087946	0.983	0.918	0	5	ATP6V1G1
SRP141	0	0.475772411815744	0.992	0.957	0	5	SRP14
CD1641	0	0.475514238676821	0.961	0.896	0	5	CD164
PLPP51	0	0.475009433076048	0.761	0.558	0	5	PLPP5
MT-ATP61	0	0.474270360989022	0.998	0.994	0	5	MT-ATP6
ATP5F1B1	0	0.474098472438889	0.945	0.859	0	5	ATP5F1B
ITM2B1	0	0.47391354835493	0.998	0.987	0	5	ITM2B
TOMM51	0	0.473483625862989	0.849	0.68	0	5	TOMM5
COX5A	0	0.473404653220443	0.88	0.728	0	5	COX5A
NDUFS61	0	0.472733115730927	0.938	0.808	0	5	NDUFS6
PHPT12	0	0.472512043826725	0.987	0.928	0	5	PHPT1
ROMO11	0	0.472107176573304	0.914	0.787	0	5	ROMO1
ELOB1	0	0.471678247395257	0.98	0.915	0	5	ELOB
TSPAN3	0	0.470787664754376	0.882	0.757	0	5	TSPAN3
SIL11	0	0.469433814297463	0.893	0.768	0	5	SIL1
BUD231	0	0.468926341859642	0.839	0.689	0	5	BUD23
SEC11C1	0	0.467955831268148	0.977	0.925	0	5	SEC11C
CIAO2B1	0	0.467082035520835	0.927	0.801	0	5	CIAO2B
POLR2L2	0	0.466690748584791	0.935	0.817	0	5	POLR2L
RPL7A1	0	0.466682537482007	1	0.994	0	5	RPL7A
PSMB51	0	0.466513307144999	0.911	0.776	0	5	PSMB5
RPS22	0	0.46582883003918	1	0.997	0	5	RPS2
OSTC1	0	0.465681586652	0.804	0.641	0	5	OSTC
FIS11	0	0.465556103978058	0.944	0.823	0	5	FIS1
SLIRP1	0	0.465286868757767	0.873	0.725	0	5	SLIRP
SSR11	0	0.464751141338498	0.891	0.771	0	5	SSR1
SNRPG1	0	0.464000138115529	0.911	0.771	0	5	SNRPG
PPM1K1	0	0.463209862111018	0.682	0.479	0	5	PPM1K
CYCS1	0	0.463104459367831	0.904	0.767	0	5	CYCS
TUBB2	0	0.462825510601921	0.958	0.884	0	5	TUBB
ETFB1	0	0.462511474158053	0.871	0.733	0	5	ETFB
PLP21	0	0.461942778217523	0.916	0.799	0	5	PLP2
RPL281	0	0.461046094493017	0.998	0.984	0	5	RPL28
SKP11	0	0.460723460905228	0.98	0.922	0	5	SKP1
LMAN21	0	0.460035890012143	0.864	0.732	0	5	LMAN2
SNU131	0	0.459383559516208	0.947	0.852	0	5	SNU13
COX4I11	0	0.459255837686102	0.994	0.966	0	5	COX4I1
RPLP11	0	0.459068513526985	0.999	0.994	0	5	RPLP1
GUK11	0	0.458898535660985	0.978	0.908	0	5	GUK1
RPS172	0	0.458148267418221	0.977	0.914	0	5	RPS17
SYT5	0	0.458130435872294	0.61	0.385	0	5	SYT5
MICOS131	0	0.457843695115579	0.944	0.843	0	5	MICOS13
NDUFB41	0	0.456864627371441	0.952	0.859	0	5	NDUFB4
TTC31	0	0.45368347991867	0.961	0.894	0	5	TTC3
TMED21	0	0.453348904329774	0.855	0.715	0	5	TMED2
NDUFA111	0	0.453069525202109	0.936	0.826	0	5	NDUFA11
RPS61	0	0.453023697742876	0.999	0.985	0	5	RPS6
NDUFA31	0	0.452248413191773	0.872	0.721	0	5	NDUFA3
NME42	0	0.451429196738783	0.823	0.637	0	5	NME4
PRDX41	0	0.451233223930917	0.966	0.906	0	5	PRDX4
FNDC3A	0	0.450942655175647	0.795	0.645	0	5	FNDC3A
RPL23A2	0	0.449779641069917	0.998	0.985	0	5	RPL23A
RPL81	0	0.449762215592838	1	0.994	0	5	RPL8
PDIA31	0	0.449546226670883	0.986	0.954	0	5	PDIA3
TOMM61	0	0.449079864176463	0.925	0.807	0	5	TOMM6
BEX21	0	0.448096208798429	0.933	0.827	0	5	BEX2
ARL31	0	0.447106088085196	0.859	0.697	0	5	ARL3
RPS81	0	0.44704668797637	0.999	0.986	0	5	RPS8
BEX51	0	0.447006695937126	0.669	0.469	0	5	BEX5
NUPR21	0	0.44698936437988	0.659	0.461	0	5	NUPR2
RPL61	0	0.446879694587874	0.999	0.987	0	5	RPL6
RPL101	0	0.446288855744109	0.998	0.987	0	5	RPL10
CNTN11	0	0.445552478556861	0.804	0.643	0	5	CNTN1
FUCA2	0	0.445397260715181	0.723	0.521	0	5	FUCA2
MAGED21	0	0.445133374909228	0.866	0.726	0	5	MAGED2
TUBB4B1	0	0.444601149462864	0.844	0.71	0	5	TUBB4B
NDUFB61	0	0.444595427882193	0.86	0.701	0	5	NDUFB6
EID11	0	0.444377825846786	0.97	0.895	0	5	EID1
SLC25A61	0	0.443596035827473	0.972	0.907	0	5	SLC25A6
SMPD11	0	0.443423235553445	0.773	0.607	0	5	SMPD1
C18orf321	0	0.443347969083943	0.947	0.849	0	5	C18orf32
RPL10A1	0	0.443245704013734	0.997	0.97	0	5	RPL10A
YWHAH1	0	0.442827118971596	0.927	0.82	0	5	YWHAH
SLC35B11	0	0.442636171037092	0.738	0.544	0	5	SLC35B1
PDIA61	0	0.442592306897041	0.917	0.821	0	5	PDIA6
ATP6AP21	0	0.441892761374155	0.959	0.898	0	5	ATP6AP2
SLC25A31	0	0.441657721436654	0.941	0.868	0	5	SLC25A3
SLC25A391	0	0.441175166620204	0.785	0.604	0	5	SLC25A39
CYSTM11	0	0.44087738894439	0.995	0.958	0	5	CYSTM1
COPZ11	0	0.44084842765352	0.942	0.834	0	5	COPZ1
ACOT13	0	0.440730050649927	0.731	0.528	0	5	ACOT13
SELENOT1	0	0.440710631165718	0.889	0.763	0	5	SELENOT
SLC22A171	0	0.440563276832628	0.926	0.827	0	5	SLC22A17
ARPC1B1	0	0.440523799679913	0.882	0.747	0	5	ARPC1B
OAZ11	0	0.440376333105294	0.998	0.978	0	5	OAZ1
ACADVL1	0	0.439926928180141	0.895	0.777	0	5	ACADVL
COA32	0	0.439904275090051	0.857	0.692	0	5	COA3
POMP2	0	0.439531541361482	0.934	0.824	0	5	POMP
REEP51	0	0.439391285693886	0.922	0.819	0	5	REEP5
RPL351	0	0.439047690813239	0.996	0.974	0	5	RPL35
ARL11	0	0.439044838991453	0.823	0.668	0	5	ARL1
ATP5F1A1	0	0.438952933618077	0.908	0.802	0	5	ATP5F1A
CTSL	0	0.438663211345544	0.832	0.685	0	5	CTSL
SCP21	0	0.438479025278269	0.913	0.791	0	5	SCP2
LSM71	0	0.436976104196653	0.888	0.749	0	5	LSM7
UCN3	0	0.436876545553232	0.617	0.433	0	5	UCN3
RPLP01	0	0.436870854764448	0.998	0.98	0	5	RPLP0
RPS51	0	0.436806114973061	0.997	0.973	0	5	RPS5
TMEM2301	0	0.436209579371686	0.847	0.692	0	5	TMEM230
TCEAL31	0	0.435128222657174	0.828	0.67	0	5	TCEAL3
ATP5PO1	0	0.434144578283831	0.908	0.779	0	5	ATP5PO
RCN1	0	0.433804825319097	0.787	0.627	0	5	RCN1
NDFIP11	0	0.433051599447508	0.927	0.834	0	5	NDFIP1
C1QBP1	0	0.432479977495744	0.818	0.65	0	5	C1QBP
NDUFB101	0	0.432255264704944	0.898	0.763	0	5	NDUFB10
MT-CO22	0	0.432194342078636	0.999	0.995	0	5	MT-CO2
LMAN1	0	0.431614352304156	0.866	0.772	0	5	LMAN1
BOLA31	0	0.431425896187301	0.774	0.591	0	5	BOLA3
KDELR11	0	0.431354425363732	0.933	0.852	0	5	KDELR1
MRPS211	0	0.4309332727573	0.883	0.738	0	5	MRPS21
EIF3K1	0	0.430905099096964	0.953	0.859	0	5	EIF3K
TMEM2051	0	0.430759277553274	0.802	0.652	0	5	TMEM205
RPS141	0	0.42986172210946	0.998	0.986	0	5	RPS14
COX142	0	0.42972131605814	0.887	0.744	0	5	COX14
SUB11	0	0.429032219941683	0.957	0.869	0	5	SUB1
VKORC12	0	0.427859170351997	0.958	0.882	0	5	VKORC1
