p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
FAM229B	0	0.344788324648217	0.714	0.563	0	6	FAM229B
YPEL3	0	0.343087862121517	0.6	0.431	0	6	YPEL3
ARL31	0	0.338526197553998	0.866	0.766	0	6	ARL3
SEZ6L	0	0.33585864015725	0.449	0.274	0	6	SEZ6L
MAGED21	0	0.334770389222392	0.866	0.776	0	6	MAGED2
TSPAN5	0	0.333743090717706	0.405	0.221	0	6	TSPAN5
CPQ	0	0.332538868410369	0.614	0.455	0	6	CPQ
NDUFB81	0	0.330694773361665	0.981	0.952	0	6	NDUFB8
TMBIM6	0	0.328526709202981	0.99	0.978	0	6	TMBIM6
RPS262	0	0.327358396881387	0.992	0.958	0	6	RPS26
PON2	0	0.322585587182311	0.527	0.358	0	6	PON2
MRAP2	0	0.322041109685429	0.421	0.249	0	6	MRAP2
KRTCAP21	0	0.31981800136735	0.97	0.94	0	6	KRTCAP2
EPCAM	0	0.314486676278617	0.991	0.978	0	6	EPCAM
TMEM59	0	0.313997307090742	0.993	0.986	0	6	TMEM59
ARL6IP5	0	0.306025277216053	0.915	0.838	0	6	ARL6IP5
SYT1	0	0.293087098394791	0.145	0.019	0	6	SYT1
HPCA	0	0.279219195195866	0.303	0.162	0	6	HPCA
DGKB	0	0.265511813886025	0.222	0.073	0	6	DGKB
CDH18	0	0.220258421819327	0.201	0.067	0	6	CDH18
SUMF2	4.72072378392782e-308	0.337417942313769	0.627	0.475	1.30948157042374e-303	6	SUMF2
YWHAE	5.12706881266801e-308	0.346076576564527	0.984	0.955	1.42219761794598e-303	6	YWHAE
LAMP2	2.20232960890305e-307	0.315465623273039	0.875	0.802	6.10904210213618e-303	6	LAMP2
NDUFB61	4.49384622966892e-307	0.365762819446098	0.911	0.814	1.24654800564786e-302	6	NDUFB6
PTS	5.0870016264606e-307	0.372959084809131	0.864	0.738	1.41108338116391e-302	6	PTS
NUCKS1	6.5197446728579e-306	0.350990566268809	0.939	0.882	1.80851197480405e-301	6	NUCKS1
EMC10	8.14387624107959e-306	0.366276816435581	0.887	0.815	2.25902983051307e-301	6	EMC10
HPF1	1.06538460390313e-305	0.321298289465669	0.633	0.48	2.95527035276688e-301	6	HPF1
RPS83	8.10692233111545e-305	0.415199621934715	0.998	0.99	2.24877918542811e-300	6	RPS8
EPHX11	2.25895267257213e-304	0.448872732250199	0.695	0.535	6.26610881844782e-300	6	EPHX1
SCARB2	7.50716045833182e-304	0.344726647764449	0.887	0.816	2.08241123953666e-299	6	SCARB2
HSBP1	1.49070364528488e-303	0.365716517246114	0.956	0.887	4.13506284165574e-299	6	HSBP1
TCF4	2.30358821773968e-303	0.349652991454676	0.455	0.289	6.3899233571881e-299	6	TCF4
MICOS131	2.99379683307983e-303	0.34734394190197	0.962	0.907	8.30449303528013e-299	6	MICOS13
CHN1	8.70636628610802e-303	0.325625238303687	0.506	0.343	2.4150589441035e-298	6	CHN1
RPLP13	1.07292474349377e-302	0.385204818835215	1	0.996	2.97618594597736e-298	6	RPLP1
TMA71	1.87702868192847e-302	0.38940223618249	0.978	0.932	5.20668986080137e-298	6	TMA7
ATP5IF11	2.47864586061587e-301	0.341666417783944	0.982	0.935	6.87551575276235e-297	6	ATP5IF1
LSM42	6.14384306306466e-301	0.381515702906055	0.873	0.758	1.70424062726351e-296	6	LSM4
TMEM238	2.11291197548337e-300	0.361883949644109	0.687	0.591	5.86100652879331e-296	6	TMEM238
ATRX	1.77244618367668e-299	0.358639128960426	0.846	0.741	4.91658846890075e-295	6	ATRX
SRI1	5.33896833460754e-299	0.349534333562792	0.857	0.74	1.48097642633679e-294	6	SRI
FUCA12	9.43934342017772e-299	0.35457672048226	0.722	0.588	2.6183794713231e-294	6	FUCA1
MZT2B2	4.08119038894876e-298	0.34263281938714	0.979	0.932	1.1320814019905e-293	6	MZT2B
RPSA2	1.53784111996315e-297	0.395072445475289	0.998	0.987	4.26581748266578e-293	6	RPSA
CDKN1A2	2.21494451986976e-297	0.669101823045725	0.629	0.462	6.14403460366672e-293	6	CDKN1A
RPS27A1	3.8991001973169e-297	0.378765635064419	1	0.997	1.08157140373374e-292	6	RPS27A
COMTD11	4.21987833107191e-297	0.389693302878925	0.828	0.705	1.17055205025604e-292	6	COMTD1
PTMS2	4.62394494827991e-297	0.43957159311387	0.911	0.812	1.28263608920336e-292	6	PTMS
GRIN2A	7.8500207222082e-297	0.27033574439496	0.29	0.137	2.17751724813333e-292	6	GRIN2A
RPS242	2.76332912225779e-296	0.367338205724496	1	0.995	7.66519865223087e-292	6	RPS24
APP	3.26366071498412e-296	0.339207532395982	0.947	0.912	9.05306845729445e-292	6	APP
NDUFA14	8.57961684775869e-296	0.334429828468686	0.963	0.914	2.37989991739978e-291	6	NDUFA1
PLP2	1.36179255636026e-295	0.361267423833668	0.916	0.83	3.77747637208774e-291	6	PLP2
SCG5	1.52881850152158e-295	0.263791966358463	0.998	0.998	4.2407896413707e-291	6	SCG5
TRAPPC1	9.73589568200337e-295	0.367209978740699	0.886	0.773	2.70064010323092e-290	6	TRAPPC1
PSMB31	1.22987721369389e-294	0.359408223787611	0.907	0.814	3.41155640306548e-290	6	PSMB3
SRP92	2.10729702159973e-293	0.356761011323781	0.945	0.857	5.84543120821548e-289	6	SRP9
NAA201	4.85241969760987e-293	0.341067750327629	0.94	0.883	1.34601269992e-288	6	NAA20
ATP5PD1	6.38207682457564e-293	0.348166512149611	0.929	0.852	1.77032429036904e-288	6	ATP5PD
COX6A1	3.86881799453547e-292	0.307416046884279	0.987	0.97	1.07317142350419e-287	6	COX6A1
UQCR101	5.31806186988648e-292	0.339695053101916	0.965	0.899	1.47517718208781e-287	6	UQCR10
OLFM21	8.27222806042568e-291	0.405751179205246	0.781	0.622	2.29463334168148e-286	6	OLFM2
CYBA	2.51642493986705e-290	0.282224469991159	0.254	0.126	6.9803111406972e-286	6	CYBA
PSME1	7.92261872480143e-290	0.34485816636958	0.802	0.678	2.19765520807267e-285	6	PSME1
COX6B11	8.63985941185919e-289	0.34430482801057	0.977	0.928	2.39661060225562e-284	6	COX6B1
CSTB2	3.11990470906355e-288	0.370638697261647	0.985	0.946	8.65430367247139e-284	6	CSTB
PLD3	3.56935919516622e-288	0.354658717112064	0.884	0.812	9.90104547147158e-284	6	PLD3
RPL81	4.08276003481502e-287	0.382242315743103	1	0.996	1.13251680605734e-282	6	RPL8
NDUFB72	4.97917836735145e-287	0.352140267664547	0.966	0.911	1.38117428731962e-282	6	NDUFB7
RPLP21	2.81921581518654e-286	0.407276857589799	0.996	0.982	7.82022274974594e-282	6	RPLP2
MLXIPL2	2.86802627762619e-286	0.402798206832875	0.725	0.577	7.95561809150729e-282	6	MLXIPL
HEXA	5.92263759893397e-286	0.306353483867212	0.751	0.654	1.64288044356829e-281	6	HEXA
COX7B1	9.32357251078902e-286	0.353627855692973	0.972	0.911	2.58626577876777e-281	6	COX7B
RBFOX3	3.22547862105007e-285	0.277717602719586	0.332	0.174	8.94715514693078e-281	6	RBFOX3
PNISR	4.05032056845008e-285	0.347554849600992	0.902	0.84	1.12351842248237e-280	6	PNISR
KCNK17	7.00966304066039e-285	0.358058260288006	0.37	0.218	1.94441043084879e-280	6	KCNK17
PRDX31	9.29042674496098e-285	0.33048962181611	0.89	0.773	2.57707147478473e-280	6	PRDX3
NDUFAB11	1.34151916795414e-284	0.334099977249871	0.951	0.881	3.72124001998799e-280	6	NDUFAB1
DYNLL11	1.69515259572345e-284	0.367266473838454	0.979	0.929	4.70218378527729e-280	6	DYNLL1
RPS61	1.8863351909794e-284	0.389936823305204	0.999	0.993	5.23250518625777e-280	6	RPS6
PPT1	2.10057405263798e-284	0.330713367792641	0.783	0.656	5.82678236461249e-280	6	PPT1
STMN11	2.48818929695259e-284	0.391528367371246	0.629	0.47	6.90198829081679e-280	6	STMN1
UQCRH1	5.45438906959423e-284	0.36089488760226	0.965	0.903	1.51299298401474e-279	6	UQCRH
MYO1B	9.87119314788872e-284	0.289228557887692	0.471	0.316	2.73817026729285e-279	6	MYO1B
P4HTM	1.64256472027686e-283	0.327155566000252	0.863	0.784	4.55631027757599e-279	6	P4HTM
GYG1	1.6796205267381e-283	0.350322705118622	0.682	0.54	4.65909937911881e-279	6	GYG1
SGCB	1.89104948291391e-283	0.293197338675395	0.641	0.512	5.24558216065489e-279	6	SGCB
LAMP11	3.66382791274623e-282	0.31417363708726	0.914	0.852	1.01630922471668e-277	6	LAMP1
GSTP11	7.30073459999728e-282	0.515653478429407	0.777	0.635	2.02515077069325e-277	6	GSTP1
NME1	9.87545970009784e-281	0.353815677070448	0.757	0.62	2.73935376621014e-276	6	NME1
TRPM3	3.45302366976835e-280	0.280512373605501	0.381	0.225	9.57834235757042e-276	6	TRPM3
YBX12	3.50375753470698e-280	0.361919937966605	0.986	0.955	9.71907302552369e-276	6	YBX1
ARHGEF3	9.12330979792593e-280	0.308455267105867	0.403	0.243	2.53071490484667e-275	6	ARHGEF3
PFN22	1.4522251270571e-278	0.389634962128111	0.852	0.731	4.0283272799437e-274	6	PFN2
NDUFA32	7.56919610028962e-278	0.379166728686966	0.888	0.776	2.09961930625934e-273	6	NDUFA3
COX5B1	1.21525449006924e-277	0.334403476818007	0.981	0.941	3.37099443000305e-273	6	COX5B
NBDY2	4.68391819392877e-277	0.354382601315559	0.863	0.751	1.2992720678139e-272	6	NBDY
NDUFA72	1.28268261325935e-276	0.345274866073884	0.926	0.837	3.55803330092012e-272	6	NDUFA7
POLR2K	5.4163791032072e-276	0.328262576803469	0.888	0.791	1.50244939943864e-271	6	POLR2K
TMED4	1.88145507493173e-275	0.300108649724752	0.873	0.798	5.21896823235311e-271	6	TMED4
NEDD82	3.9846613807596e-275	0.357866489416326	0.952	0.877	1.10530522040891e-270	6	NEDD8
RPL23A1	5.56162249425201e-275	0.391244286514568	0.999	0.991	1.54273846368056e-270	6	RPL23A
THBD1	1.47900362162271e-274	0.388487777283213	0.322	0.151	4.10260814601924e-270	6	THBD
RPS141	2.10608151920189e-274	0.36225525668426	0.999	0.992	5.84205952611412e-270	6	RPS14
ETV1	1.16740478690634e-273	0.363250332833822	0.425	0.259	3.23826413839948e-269	6	ETV1
PSAP	1.79192852416514e-273	0.334980517979985	0.984	0.973	4.97063053318168e-269	6	PSAP
FFAR11	1.14990636992425e-272	0.359459343957979	0.686	0.542	3.18972527953288e-268	6	FFAR1
SEPTIN7	8.43767344051658e-272	0.297602764733922	0.901	0.835	2.34052623566489e-267	6	SEPTIN7
CD151	9.10835961625869e-272	0.356216299482259	0.791	0.67	2.526567873954e-267	6	CD151
MICOS101	1.54828482437669e-271	0.335587551922523	0.943	0.873	4.29478727433851e-267	6	MICOS10
ATRAID	9.1977730283468e-271	0.306269241755015	0.937	0.888	2.55137026033312e-266	6	ATRAID
NAA382	1.45358347519973e-270	0.373050792182658	0.904	0.799	4.03209520185654e-266	6	NAA38
RPL341	3.42968795795098e-270	0.363964115673086	0.999	0.992	9.51361142656022e-266	6	RPL34
RPL272	2.8064526394114e-269	0.355468981744795	0.995	0.972	7.78481897646328e-265	6	RPL27
PRUNE21	2.42007701262722e-268	0.414415424766556	0.732	0.599	6.71305162532664e-264	6	PRUNE2
RPL262	3.52939850217037e-268	0.372172220246962	0.999	0.993	9.79019850517038e-264	6	RPL26
JAKMIP1	3.94156751040628e-268	0.259440641155841	0.322	0.177	1.0933514117116e-263	6	JAKMIP1
HSD17B10	1.03585103698508e-267	0.318780661346692	0.711	0.57	2.87334719149292e-263	6	HSD17B10
POMGNT1	1.31852005231006e-267	0.280093209103155	0.519	0.367	3.65744277310286e-263	6	POMGNT1
IFI27L21	1.75896355648143e-267	0.359856095412737	0.85	0.749	4.87918900932383e-263	6	IFI27L2
PEMT1	2.68612735361015e-267	0.508641915779803	0.891	0.773	7.4510486661792e-263	6	PEMT
RPL221	2.70717491103227e-267	0.356037407368199	0.996	0.979	7.50943248571242e-263	6	RPL22
ATXN21	1.50486330730678e-266	0.31092304347844	0.65	0.506	4.17434032813827e-262	6	ATXN2
UCHL13	2.2643953755688e-266	0.384381668680998	0.978	0.932	6.2812063322903e-262	6	UCHL1
EIF3K2	8.81806170288993e-266	0.323258022270533	0.966	0.912	2.44604213576464e-261	6	EIF3K
SELENOP	9.99852381106483e-266	0.300283418502158	0.532	0.39	2.77349051995127e-261	6	SELENOP
RPL91	2.23654631040565e-265	0.370865998376778	0.999	0.994	6.20395581043424e-261	6	RPL9
MALAT1	7.23314456447877e-265	0.371636571367929	0.998	0.992	2.00640197074077e-260	6	MALAT1
RPL7A2	2.26020913664421e-264	0.349637393783187	1	0.997	6.26959412413738e-260	6	RPL7A
COX7C2	5.90921522830392e-264	0.315734540507589	0.996	0.98	1.63915721217923e-259	6	COX7C
PRKAR2B	6.53852746085609e-264	0.240794852073451	0.311	0.172	1.81372213236687e-259	6	PRKAR2B
ATP5MC11	7.40975940677775e-264	0.354470524232177	0.919	0.82	2.05539316184608e-259	6	ATP5MC1
LIMCH11	7.4774338109204e-264	0.386133191703014	0.716	0.577	2.07416536481121e-259	6	LIMCH1
COX5A1	5.92915388630984e-263	0.346863746164437	0.934	0.853	1.64468799652349e-258	6	COX5A
CYB5D2	1.15269523585218e-262	0.319260738916931	0.549	0.391	3.19746131473037e-258	6	CYB5D2
CLDN7	6.55287076862384e-262	0.328603916057254	0.908	0.839	1.81770082250857e-257	6	CLDN7
SDF4	6.99936985199432e-262	0.316421774972305	0.689	0.567	1.9415552032447e-257	6	SDF4
RPS181	1.2470004355233e-261	0.354117162771827	1	0.997	3.45905450809807e-257	6	RPS18
HNRNPR	1.2529358823762e-260	0.295009587975914	0.769	0.66	3.47551884412335e-256	6	HNRNPR
HEXB1	1.53473966102056e-260	0.324440604178842	0.845	0.762	4.25721434570492e-256	6	HEXB
RPL36A1	7.25132871614765e-260	0.370544997121419	0.99	0.957	2.0114460725722e-255	6	RPL36A
GRIA4	1.59912170741724e-259	0.314491811984991	0.342	0.192	4.43580370420469e-255	6	GRIA4
UQCRQ2	1.90790237229373e-259	0.364569079527683	0.98	0.932	5.29233039050557e-255	6	UQCRQ
UQCRB2	3.75459798516285e-259	0.340359495781676	0.996	0.982	1.04148793510432e-254	6	UQCRB
BAX1	9.07431016551367e-259	0.368744640691024	0.731	0.612	2.51712289681184e-254	6	BAX
ESYT1	1.48359748160912e-258	0.312238880800534	0.557	0.406	4.11535105423554e-254	6	ESYT1
NRXN1	2.99102127154616e-258	0.288222527533985	0.549	0.408	8.29679390514189e-254	6	NRXN1
NME32	3.12521807574612e-258	0.299227925918752	0.824	0.723	8.66904242031215e-254	6	NME3
EEF1G1	3.6355842848578e-258	0.369141951948526	0.999	0.988	1.00847472477671e-253	6	EEF1G
ATP5MC31	1.08312621781539e-257	0.315166101674815	0.976	0.932	3.00448381559811e-253	6	ATP5MC3
RPL151	1.19550482275097e-257	0.335859034928872	1	0.998	3.31621082782891e-253	6	RPL15
CTSD	1.71332935277113e-257	0.340810029614171	0.902	0.836	4.75260429165185e-253	6	CTSD
PRKDC	2.3155107081731e-257	0.295616636792611	0.635	0.502	6.42299515340137e-253	6	PRKDC
SOCS2	5.22582858442255e-257	0.339674941925326	0.487	0.343	1.44959259103297e-252	6	SOCS2
WDR83OS	8.71502148731212e-257	0.314318121969334	0.963	0.924	2.41745981036551e-252	6	WDR83OS
CNKSR2	1.54857877909843e-256	0.206139427072801	0.225	0.103	4.29560267534113e-252	6	CNKSR2
RPL37A2	1.67065950159378e-256	0.373684745838243	0.998	0.993	4.634242391471e-252	6	RPL37A
PRCP	3.86243892060735e-256	0.272505750454759	0.484	0.332	1.07140193218727e-251	6	PRCP
LRP10	4.63081559614256e-256	0.329296300191347	0.717	0.591	1.28454193821399e-251	6	LRP10
COMMD61	9.0286523769958e-256	0.346405127500575	0.958	0.894	2.50445788285487e-251	6	COMMD6
RPL191	1.618574901126e-255	0.357251963314085	1	0.996	4.48976491823341e-251	6	RPL19
MRPS21	1.78847632709683e-255	0.326719485376716	0.905	0.812	4.96105448373389e-251	6	MRPS21
ATOX12	1.45638163499721e-254	0.331611909839596	0.849	0.732	4.03985701731877e-250	6	ATOX1
CDH22	1.49604221826885e-254	0.284222818436664	0.422	0.272	4.14987150925596e-250	6	CDH22
CUTA	1.78952788940754e-254	0.287899180070541	0.984	0.966	4.96397141242757e-250	6	CUTA
GUK12	4.0458234914444e-254	0.358448354708544	0.982	0.942	1.12227097829176e-249	6	GUK1
AOPEP1	4.74847659294944e-254	0.363793268059849	0.774	0.65	1.31717992211825e-249	6	AOPEP
LYSMD22	8.53750259390104e-254	0.332466837533073	0.818	0.692	2.36821784452221e-249	6	LYSMD2
IGSF1	2.11780487442585e-253	0.220474030677807	0.229	0.109	5.87457894116986e-249	6	IGSF1
RPL172	1.50565245832699e-252	0.358500497729419	0.999	0.996	4.17652935415325e-248	6	RPL17
APLP11	1.78167659419078e-252	0.345853312813373	0.858	0.78	4.94219270462581e-248	6	APLP1
UBA522	2.24198834830697e-252	0.343870208965004	0.996	0.98	6.21905147936871e-248	6	UBA52
H3F3B2	2.80958455451482e-252	0.374319578871462	0.993	0.977	7.79350659576867e-248	6	H3F3B
FKBP31	4.84644224625266e-252	0.31590320320249	0.758	0.621	1.34435461468803e-247	6	FKBP3
HACD31	5.01273262059167e-252	0.291899924246028	0.804	0.7	1.39048190162592e-247	6	HACD3
RHOBTB31	5.71418245848271e-252	0.440076899062544	0.832	0.711	1.58505707215852e-247	6	RHOBTB3
MRPL331	1.69304751934762e-251	0.33117578142017	0.924	0.844	4.69634451391838e-247	6	MRPL33
NDFIP1	1.76790746158286e-251	0.273456291395551	0.957	0.928	4.90399850768469e-247	6	NDFIP1
UQCR111	1.9188848850209e-251	0.340049875706755	0.971	0.913	5.32279478255947e-247	6	UQCR11
RAD23A1	1.31858036999735e-250	0.343080490598618	0.875	0.783	3.65761008833565e-246	6	RAD23A
PTPRN1	3.54964895299235e-250	0.260306622275871	0.997	0.992	9.84637123070548e-246	6	PTPRN
SIX3-AS11	3.73262955198893e-250	0.583150995163274	0.44	0.252	1.03539411142621e-245	6	SIX3-AS1
SYT132	7.88779023060912e-250	0.341890759905606	0.833	0.721	2.18799413206866e-245	6	SYT13
KTN1	1.57564294123632e-249	0.307853059732754	0.926	0.874	4.37067595469543e-245	6	KTN1
RPS71	6.42186577978682e-249	0.317803293541061	0.999	0.993	1.78136134865507e-244	6	RPS7
TIAM1	3.30299100150791e-248	0.26550579337935	0.384	0.229	9.1621667390828e-244	6	TIAM1
GRN1	3.39001886367169e-248	0.329980601121091	0.911	0.836	9.4035733259389e-244	6	GRN
BCLAF1	3.99095180031396e-248	0.323136654423371	0.717	0.592	1.10705011988909e-243	6	BCLAF1
COX8A2	6.91543148762594e-248	0.330255372790639	0.984	0.947	1.91827154035256e-243	6	COX8A
PPP1R14B	8.49694213854993e-248	0.332477643371386	0.813	0.725	2.35696677981236e-243	6	PPP1R14B
NDUFS71	1.23953797434368e-247	0.314699416152076	0.857	0.762	3.43835438703192e-243	6	NDUFS7
RPS211	4.88989188623747e-247	0.336084313577105	0.998	0.989	1.35640711032341e-242	6	RPS21
GABARAP3	1.45050810501701e-246	0.364120496790195	0.995	0.973	4.02356443250668e-242	6	GABARAP
LSM71	2.76758258859824e-246	0.314800352089843	0.855	0.754	7.67699734251265e-242	6	LSM7
DDX24	5.38834140969748e-246	0.282806736938496	0.918	0.873	1.49467202363598e-241	6	DDX24
RPL242	1.00556116177336e-245	0.331212884262788	0.999	0.995	2.78932610664313e-241	6	RPL24
RPL121	1.29072699342882e-245	0.37678943078669	0.997	0.987	3.58034760707221e-241	6	RPL12
RPS4X1	1.61382558350476e-245	0.373973753391767	1	0.997	4.47659078608386e-241	6	RPS4X
RPS112	2.58041511681798e-245	0.354653493805178	0.997	0.985	7.15781349254138e-241	6	RPS11
MPP6	3.05130688114943e-245	0.325741782768354	0.643	0.514	8.46402015762039e-241	6	MPP6
RPS171	3.46031254902649e-245	0.40019790533829	0.988	0.946	9.59856097974457e-241	6	RPS17
FXYD3	6.30337353364729e-245	0.336289142636065	0.265	0.137	1.74849278449842e-240	6	FXYD3
UQCC22	9.27206461679111e-245	0.326613545343615	0.836	0.709	2.57197800405169e-240	6	UQCC2
RPS3A1	1.50590838789653e-244	0.352929450905329	1	0.995	4.17723927718618e-240	6	RPS3A
HINT13	3.32728515061672e-244	0.329291004854917	0.996	0.982	9.22955627929571e-240	6	HINT1
LUC7L3	3.74916397113804e-244	0.293099893472078	0.781	0.677	1.03998059395398e-239	6	LUC7L3
SELENOT	4.31727518110979e-244	0.287155382602558	0.899	0.834	1.19756896248805e-239	6	SELENOT
PSMB62	6.536089619287e-244	0.313948678270402	0.922	0.857	1.81304589949402e-239	6	PSMB6
MYCBP2	3.71309149098406e-243	0.305005302261594	0.675	0.546	1.02997444868407e-238	6	MYCBP2
LMO2	6.7091324272573e-243	0.328057636864219	0.529	0.376	1.8610462439969e-238	6	LMO2
NDUFV21	1.44169130197524e-242	0.29017437442781	0.965	0.914	3.99910750254913e-238	6	NDUFV2
TMEM2301	1.52665008437343e-242	0.323713758469403	0.9	0.817	4.23477466904346e-238	6	TMEM230
RPL322	1.54171355300349e-242	0.34641791436077	0.999	0.991	4.27655922467639e-238	6	RPL32
ABHD12	1.54770151557648e-242	0.324016552624343	0.721	0.6	4.2931692340576e-238	6	ABHD12
SMDT12	2.48535322972881e-242	0.332414692933189	0.961	0.9	6.89412132394475e-238	6	SMDT1
SSTR5-AS11	6.18117585104672e-242	0.33596596457232	0.457	0.278	1.71459636932185e-237	6	SSTR5-AS1
ZMAT3	3.31376430440101e-241	0.33465176475601	0.471	0.324	9.19205080397796e-237	6	ZMAT3
BRK11	3.94317985096887e-241	0.348184839808175	0.953	0.88	1.09379865886026e-236	6	BRK1
TSC22D11	5.18071643100653e-241	0.514303761448175	0.901	0.829	1.4370789307969e-236	6	TSC22D1
RPL383	8.47594710704367e-241	0.353259808047611	0.994	0.97	2.35114296802284e-236	6	RPL38
HNRNPDL1	2.95677675056177e-240	0.333154012936014	0.926	0.854	8.20180302838328e-236	6	HNRNPDL
NFIA	3.67660845635906e-240	0.278090124668061	0.406	0.249	1.01985441970944e-235	6	NFIA
OST41	6.30089340781042e-240	0.326271497435861	0.952	0.887	1.74780482239253e-235	6	OST4
DUSP11	1.31895150522476e-239	0.542969636255476	0.581	0.423	3.65863958034295e-235	6	DUSP1
ATRNL1	3.939892767547e-239	0.265234433204331	0.478	0.344	1.09288685478986e-234	6	ATRNL1
ATP5PO1	4.14386593156273e-239	0.313289038669895	0.945	0.874	1.14946697075619e-234	6	ATP5PO
ZBTB201	1.38580907315841e-238	0.354868419649385	0.767	0.656	3.84409578803413e-234	6	ZBTB20
PDIA31	1.77801101273722e-238	0.284387768178616	0.975	0.949	4.93202474823177e-234	6	PDIA3
NDUFAF32	8.60027536631592e-238	0.329866919065087	0.885	0.787	2.38563038386237e-233	6	NDUFAF3
SET1	2.79239748067842e-237	0.311111493167412	0.93	0.862	7.74583137165388e-233	6	SET
ACVR1C	2.8813424730426e-237	0.258614342898647	0.375	0.239	7.99255588597286e-233	6	ACVR1C
SMARCC2	5.79246710455893e-237	0.274895449121938	0.528	0.381	1.6067724501336e-232	6	SMARCC2
GABARAPL22	6.2417064229065e-237	0.302380593386704	0.974	0.927	1.73138694465003e-232	6	GABARAPL2
FUS	6.46337057920129e-237	0.301541812513468	0.743	0.63	1.79287436496464e-232	6	FUS
MYO1D	1.09934300683201e-236	0.277776748388914	0.638	0.519	3.0494675666513e-232	6	MYO1D
VPS281	2.05301584879763e-236	0.298899652792205	0.866	0.774	5.69486066297976e-232	6	VPS28
ANTKMT1	2.08733440166658e-236	0.290570589762729	0.744	0.624	5.79005689678292e-232	6	ANTKMT
RPS251	2.37921759454436e-236	0.362834977385752	0.998	0.985	6.59971168550661e-232	6	RPS25
PRDX4	6.72405966958553e-236	0.277730491752887	0.943	0.905	1.86518691174633e-231	6	PRDX4
SFPQ	1.25913832838403e-235	0.32399991850038	0.742	0.608	3.49272380910445e-231	6	SFPQ
ERH1	2.39553176110298e-235	0.303205431312634	0.923	0.839	6.64496555212356e-231	6	ERH
SLC8A1	5.08137349632945e-235	0.228492908866443	0.3	0.163	1.40952219414683e-230	6	SLC8A1
NDUFC1	6.76704867245887e-235	0.304489978126159	0.919	0.835	1.87711163125336e-230	6	NDUFC1
SH3BGRL1	1.45981333755316e-234	0.310517013864998	0.781	0.654	4.04937621703872e-230	6	SH3BGRL
MARCKS	1.78581169061473e-234	0.319253125555036	0.813	0.727	4.95366304859619e-230	6	MARCKS
CALR1	1.92702325150269e-234	0.320404975319451	0.967	0.935	5.3453697973433e-230	6	CALR
DDX46	1.981443630921e-234	0.303551910351337	0.718	0.595	5.49632648781175e-230	6	DDX46
PET100	2.17731778579854e-234	0.314556703396362	0.842	0.738	6.03966180602657e-230	6	PET100
PSMC51	4.40297749373474e-234	0.295897819665238	0.911	0.839	1.22134192698708e-229	6	PSMC5
SNRPG	7.34737544680367e-234	0.328869786180507	0.893	0.785	2.03808847518887e-229	6	SNRPG
PHIP	2.4862031940849e-233	0.313363156711876	0.649	0.514	6.89647904007211e-229	6	PHIP
CPLX2	3.68073213402139e-232	0.307469322995547	0.555	0.405	1.02099828665619e-227	6	CPLX2
DYNLRB11	1.04618502667774e-231	0.297726745243001	0.945	0.869	2.90201264550138e-227	6	DYNLRB1
RPL211	3.17500643495274e-231	0.354666004058311	0.999	0.995	8.80715034991541e-227	6	RPL21
HNRNPM	3.30950614110646e-231	0.313543168319944	0.777	0.666	9.18023908481522e-227	6	HNRNPM
RPL181	4.46291344780923e-231	0.302415345677019	0.999	0.997	1.2379675612878e-226	6	RPL18
RBM3	5.83687868846396e-231	0.285230619510962	0.734	0.616	1.61909177939302e-226	6	RBM3
EEF1A12	6.04018733905572e-231	0.392832286678256	1	0.999	1.67548756598067e-226	6	EEF1A1
APRT1	9.64824946440477e-231	0.313135800222315	0.872	0.769	2.67632791893124e-226	6	APRT
RPL233	1.27497016065832e-230	0.340917052830942	0.993	0.966	3.5366397286501e-226	6	RPL23
TM2D1	1.92237680212733e-230	0.281748199980648	0.784	0.679	5.33248101142099e-226	6	TM2D1
SOD12	7.98448460809079e-230	0.308918532708525	0.987	0.958	2.2148161854383e-225	6	SOD1
BRD71	7.99883285132822e-230	0.285147588165761	0.744	0.64	2.21879624462994e-225	6	BRD7
EMP2	3.30440646542681e-229	0.289093930279949	0.564	0.429	9.16609309444743e-225	6	EMP2
SUSD4	4.29214118344829e-229	0.292922780410346	0.564	0.418	1.19059704287672e-224	6	SUSD4
CAPS1	1.50245622591584e-228	0.423063320598625	0.482	0.302	4.16766332506794e-224	6	CAPS
LRRC24	1.62639547989581e-228	0.254130080417892	0.472	0.338	4.51145842168299e-224	6	LRRC24
DACH1	1.78644941512836e-228	0.245313958664234	0.361	0.22	4.95543203262457e-224	6	DACH1
POLR2J3	3.11488442632545e-228	0.319755605894089	0.777	0.674	8.64037791018416e-224	6	POLR2J3
PDCD41	3.41146310619878e-228	0.29645743889111	0.731	0.615	9.46305751028479e-224	6	PDCD4
PSMB1	9.62672599110595e-228	0.260265995220032	0.973	0.954	2.67035752267288e-223	6	PSMB1
MAN1A2	1.31045489211811e-227	0.31986691338239	0.652	0.53	3.63507082524641e-223	6	MAN1A2
RPL111	1.68754506080171e-227	0.315592417037105	1	0.998	4.68108124415787e-223	6	RPL11
ANAPC111	3.35688087279308e-227	0.324144047062784	0.913	0.826	9.31165185304073e-223	6	ANAPC11
PRKACB	4.02834270735778e-227	0.285315938502244	0.513	0.37	1.11742198359397e-222	6	PRKACB
