Disease_State	Top2markers:expression	Cell_Type	q0	q5	q10	q15	q20	q25	q30	q35	q40	q45	q50	q55	q60	q65	q70	q75	q80	q85	q90	q95	q100
PD	INS:9.5|GCG:3	Beta	8.623850898	17.39080203	20.11264739	21.92515677	24.69654275	26.18189006	28.07309543	29.08464506	30.39678417	31.21106416	31.9844141	32.66531205	33.82331787	35.38641566	36.14855856	37.64381245	39.82135658	43.18236285	44.96936446	46.21979561	49.92772921
PD	INS:3.3|GCG:3.2	Beta	4.44614052	5.8128726	6.393640111	6.628516681	6.906118701	7.102573609	7.379603127	7.770548868	8.037105739	8.215367252	8.395343551	8.537607724	8.807525056	8.990542938	9.192293931	9.477825244	9.693154955	10.27104721	10.87559671	12.98055971	28.99270994
PD	INS:12.5|SST:4.9	Beta	4.696342363	9.451787086	10.30776255	10.93798512	11.69396651	12.24038396	12.55290938	12.78972188	12.98993119	13.41546187	13.90274302	14.53825309	14.73370731	15.17683235	15.87829891	16.70464377	17.3672036	18.87277302	20.08584212	21.88651383	26.36516948
PD	INS:6.3|COL1A1:4.6	Beta	1.10981371	2.58021236	3.14689714	3.63864081	4.26654921	4.65411194	5.02769065	5.42956562	5.75882288	5.95420544	6.23268969	6.58298491	7.0625098	7.60245767	8.29052061	8.78468226	9.3941526	9.94508656	11.85311628	15.41753989	31.48298781
PD	INS:12.4|GCG:4.6	Beta	2.84293062	7.49448248	8.13955269	9.01025815	9.44385905	10.04392324	10.34107611	10.50812101	10.80295071	11.15049317	11.45408689	12.01626759	12.19283359	12.50584138	12.92315904	13.27005249	13.59506094	14.54057478	15.09617243	16.10124075	28.05465051
PD	INS:6.7|GCG:5.6	Beta	0.05894356	0.47748668	1.03946561	1.87419736	2.2337095	2.66133335	3.01290269	3.36241343	3.82803401	3.91139944	4.15356877	4.62649204	4.98718735	5.42371492	5.8289801	6.28323137	6.69553082	7.95859743	9.24848692	13.27419694	23.32782734
PD	INS:8.9|GCG:5.6	Beta	1.60510159	4.86410879	12.91997965	22.56513892	29.8391918	32.61486881	34.91830716	36.97471259	37.62587783	39.00754406	40.37665483	41.16616774	41.77215139	42.18122552	43.2490461	43.95682854	44.73677173	45.80719928	46.66892682	48.10294969	49.85536568
PD	INS:6.4|GCG:4.4	Beta	2.20140327	2.9871213	3.56315701	3.98594099	4.56817699	4.86405819	5.13197534	5.5988831	5.86631912	6.11860374	6.36714317	6.42398595	6.68772577	6.78976539	7.08972206	7.3091823	8.08250379	8.49345198	9.96697662	13.73925832	16.94926445
PD	INS:6.2|GCG:4.5	Beta	0.38209834	4.51049363	6.44990932	7.74300234	8.6899129	10.06494552	10.4194158	11.84347392	12.92492234	13.67859997	15.1424687	15.76249003	17.19818467	19.42034871	21.6187871	24.47782875	25.76981739	27.77114037	32.97191247	35.98120923	39.60814529
PD	INS:6.5|PRSS1:5.4	Beta	1.52169923	2.44918354	2.96576445	3.89410628	4.35022306	4.51667651	4.89089666	5.21740515	5.43644878	5.7146889	6.15575795	6.30336765	6.45067235	6.6314202	7.28995015	7.66343097	8.4070477	10.36788441	13.97638873	19.09596437	21.26900157
PD	INS:6.4|GCG:4.6	Beta	1.17365097	3.99530675	4.56650837	5.11019425	6.09169016	6.60975639	7.35635711	7.86231242	8.14407368	8.47602972	8.69119918	8.88543675	9.20955712	9.33337172	9.73706568	10.48114242	11.85508384	12.4894799	12.730726	16.096727	32.59681837
PD	INS:12|GCG:4.5	Beta	0.04841122	4.46120983	6.19884033	7.37549064	8.36874333	9.07817647	9.55612067	10.23526019	10.72384563	11.16317231	11.5630218	12.16716422	12.64388496	13.09685599	13.61444906	14.35745151	15.2217192	16.37032244	18.14139787	22.08715325	33.18754584
PD	INS:12.6|GCG:4.6	Beta	3.03537527	7.57728388	9.02835581	9.87736647	10.24308187	10.62770126	11.01072367	11.38211105	11.66350944	11.94336056	12.24804548	12.59402286	12.98322197	13.46403203	13.76854507	14.22083639	14.88512963	15.3261976	17.06774559	19.03948812	24.5456044
PD	INS:11.3|GCG:4.7	Beta	0.19951072	6.04617937	8.83316519	12.88589307	14.99948905	17.09372357	18.28780754	19.17616507	19.90338262	21.17276079	22.21892812	23.10533258	24.01972725	24.67856352	25.35736446	26.59863119	27.70290648	28.7862581	30.09913102	32.07297402	39.41148685
PD	INS:12.1|GCG:4.6	Beta	5.2364716	7.46043416	9.8545285	10.3476227	10.8428535	11.23702744	11.7139401	12.06526217	12.58528852	12.91942631	13.66916257	14.21905115	14.42454712	14.69189292	15.04446334	15.88147628	16.51955111	18.06322129	19.10048125	21.57035441	28.03422297
PD	INS:12.1|GCG:4.7	Beta	0.63804064	3.91487456	4.65467576	4.88674019	5.22342754	5.79672392	6.4200996	6.85844041	7.35726733	7.71785807	8.22706022	8.54048103	9.13561652	9.75022523	10.69427508	11.48003361	12.23115117	14.21808333	15.47521992	17.89326699	31.62259363
PD	INS:12.9|GCG:0.7	Beta	0.737754351	4.177539713	5.281186465	5.934708353	6.310463407	6.747291781	7.186641404	7.572742405	7.934809663	8.353438932	8.63966396	9.121886962	9.601103147	9.949715276	10.37583391	10.91156275	11.47767779	12.24680524	13.43343824	15.36124261	26.18164623
PD	INS:12.9|GCG:0.6	Beta	1.343678673	4.695443921	5.677502445	6.531412715	7.153781638	7.596093408	7.937293887	8.269126701	8.712518399	9.132673788	9.560104039	9.910372084	10.39044784	10.8394267	11.26085274	11.72999048	12.36867314	13.08699395	13.99801506	15.7495733	28.52724166
PD	INS:9.6|SST:1.1	Beta	0.047477653	0.455967375	1.004907685	1.828277469	4.184329242	5.551920368	6.877019991	8.976371096	9.661424513	11.27198795	12.39504659	13.68013697	15.95847752	16.8132989	17.77220705	18.99462436	20.9559279	21.79758918	24.47760678	28.74185495	34.39220087
PD	INS:12.6|GCG:0.8	Beta	0.06598258	0.837218674	2.569507124	3.857028634	4.431102656	4.732728498	5.151461507	5.385399739	5.562308525	5.964425041	6.181970159	6.603802003	7.011198721	7.257249459	8.240329419	8.540870204	9.273289113	10.10310095	11.35563556	13.33079757	24.18781838
PD	INS:3.5|PECAM1:1.9	Beta	1.172542667	3.330573563	3.899315114	4.722542231	5.43599763	5.931847757	6.207365595	6.438057436	6.701443428	6.890784256	6.987186745	7.22388035	7.391447295	7.778565815	7.99252683	8.22817468	8.691518012	9.652204067	10.38648147	11.70215355	24.39319013
PD	INS:3.5|HLA-DPB1:1.9	Beta	1.906274882	3.312585702	5.258938644	6.34659797	7.249893858	7.951847825	8.409460864	8.511844975	8.737399616	8.916472749	9.599775067	10.06208133	10.57864419	10.86336714	11.4763556	11.9571132	12.67500638	13.28279475	15.74551077	20.93932561	47.31936152
PD	INS:12.3|GCG:0.7	Beta	0	0.135349261	0.431860642	0.799800198	1.247802736	1.820453358	2.258232647	2.755645668	3.136142119	3.613150788	3.994021113	4.397937734	4.822300766	5.386774181	5.855114431	6.474769446	7.209158007	7.935249464	9.10455678	11.05675677	19.17888125
PD	INS:12.2|GCG:0.9	Beta	0.355099258	8.448873538	11.18571047	12.88441451	15.07341872	16.1975754	17.34800706	18.28326009	19.2509604	19.61636989	20.70493605	21.29435567	22.00514369	23.22761104	24.80981529	25.72784446	26.61036296	27.64572414	29.37653797	36.84507601	49.76027077
PD	INS:12.7|GCG:0.6	Beta	1.469532626	5.239569695	5.968137274	6.472410378	6.906259443	7.115678526	7.37358313	7.806360409	8.307639799	8.625848414	8.952960229	9.475669641	9.84944796	10.47987797	10.81958004	11.43897099	12.01894863	12.84408349	13.56254894	16.09645108	27.72125239
PD	INS:12.8|GCG:0.9	Beta	0.07904183	8.75373496	10.50159874	11.20956618	11.99597364	12.4423201	12.98853544	13.26665978	13.72070573	14.12253884	14.61868035	15.26622544	15.9757896	16.60600658	17.1714795	17.95055567	18.80909963	20.38569776	22.10360554	23.90601309	36.92238731
PD	INS:10.1|GCG:2.6	Beta	0.29521462	2.26307165	6.93714503	8.67179623	12.46398204	17.65349114	20.07878064	21.76841721	22.7693909	25.08861696	26.1216398	27.35068515	28.98554584	30.36600098	31.36898966	33.69410621	36.6515638	38.21225545	40.35951951	45.46886647	49.77447439
PD	INS:12.7|GCG:1.4	Beta	2.10741218	3.79282107	5.50305302	6.37173663	7.6192097	8.15525451	8.7310721	9.12656803	9.45791057	10.04615983	10.75678867	11.24603107	11.62006848	12.8063067	13.10706582	13.54439383	14.43445764	15.5162514	17.0218338	21.54965877	32.27257106
PD	INS:12.7|GCG:0.3	Beta	0.01177618	8.527301	9.98343233	11.19654185	11.85902966	12.28835084	12.75836852	13.22766121	13.73109863	14.24412128	14.63129266	15.19174564	15.80826331	16.19947654	16.82923896	17.50017249	18.22242193	19.29385274	21.44526443	24.221211	33.8207553
PD	INS:12.9|GCG:0.4	Beta	0	6.10992348	7.68473979	8.65335841	8.86306914	9.17888906	9.47421324	10.14464609	10.35543114	10.6416891	12.7800341	13.27098788	13.4944538	14.50086733	14.68838079	15.52871521	16.14449238	17.23381729	18.37533517	19.92548976	34.05217704
PD	INS:3.7|GCG:2.6	Beta	3.90734684	4.33629562	4.83837685	5.0620977	5.32470492	5.80200358	6.26506689	6.79208091	6.89756574	7.05365414	7.53844844	8.7684444	10.29230387	10.31560129	10.54532144	10.60014243	10.63912795	11.12133957	11.70639488	12.99661739	20.04472619
PD	INS:12.4|GCG:1	Beta	0.04476768	13.06973327	15.89205446	17.6372618	19.12205527	20.11953067	21.0765864	22.28693415	23.18565237	23.77957135	24.59741497	24.9927191	25.89223091	26.83900273	27.55195622	28.54478804	29.79782039	31.42349443	33.65288352	35.74569998	42.71610975
PD	INS:12.5|SST:0.5	Beta	0.34549824	3.12905829	4.97498439	5.44891141	6.38854915	6.6961321	7.65039377	7.99026546	8.30497411	8.94158534	9.80393432	11.66276189	12.25801078	12.92652886	13.88550173	14.55487572	15.54030172	16.28195346	18.557398	21.82578883	30.35737774
PD	INS:5.9|GCG:3.9	Beta	0.05063476	5.20467557	10.90602322	12.56150057	16.6532751	18.74475165	23.70769994	28.99502297	29.93804057	32.04313109	33.70649244	34.78484096	35.83249481	36.52863631	38.90802538	41.72925701	42.85541581	43.79491593	45.65192578	46.89770961	48.58559968
PD	INS:12.7|GCG:3	Beta	0.21208272	7.620103699	8.459318509	9.07721705	9.721019949	10.18846427	10.56543647	10.95798436	11.30156948	11.56375567	11.8614392	12.14553742	12.56315798	12.93845914	13.39107934	14.07699149	14.77574679	15.47289524	16.13766252	17.66114777	24.63673153
PD	INS:11.9|GCG:3.1	Beta	3.540292149	7.084726074	7.409195669	8.02471285	8.31780085	9.086339101	9.628553839	10.01986019	10.50810615	10.8664371	11.43233034	11.86459283	12.68662195	13.9763715	16.82923276	17.29922104	18.7902701	20.05444616	25.16860895	26.86613922	47.22356651
PD	INS:12.9|GCG:2.8	Beta	0.20331289	1.951408842	2.888627598	3.357585442	4.151352364	4.341595927	4.64886323	4.946114344	5.142638458	5.230345549	5.550308138	5.918686964	5.938503895	6.160114337	6.341071775	6.715623539	7.237423213	7.455616663	9.759897218	13.41771747	14.84335508
PD	INS:5.8|GCG:2.9	Beta	3.879529135	4.214220315	4.484614145	4.67031641	5.173304654	5.529094021	5.65553737	5.806016085	5.931876581	6.171234932	6.345001698	6.39721248	6.563231145	6.740602876	7.158822532	7.293672003	7.571167874	8.177434328	9.028136522	9.610556705	12.57422589
PD	INS:9.9|GCG:1.9	Beta	14.1278765	15.91641034	16.17928972	16.41998929	16.64981468	17.16768155	17.50703157	18.02070141	18.42508957	18.69633379	19.9984741	21.11841104	21.54182471	22.57068098	22.91854098	22.99705718	23.1303193	23.98420625	25.61385436	26.34332494	30.80789335
PD	INS:12.5|GCG:2.8	Beta	0.216454005	4.040733531	5.944722137	6.821575839	7.687203541	8.396388298	8.901843822	9.71674439	10.24268403	10.75088578	11.31755443	11.79818191	12.29006983	12.83281318	13.51459586	14.24368703	15.27459667	16.51573733	17.74311156	20.34116782	27.87084205
PD	INS:11.7|GCG:3.1	Beta	3.321795563	13.99490024	16.42020222	17.85100355	18.99860364	19.59608209	20.67733888	21.70474722	22.46671836	23.21763212	24.04969141	25.15789046	25.82335659	26.53394068	27.33859601	28.86106789	29.69993686	30.61289151	31.84421562	34.57870642	48.22113611
PD	INS:12.1|GCG:2.9	Beta	0.579080026	6.585415156	7.789911466	8.256758482	8.791147399	9.364038845	9.871082118	10.20217637	10.74153643	11.01618448	11.56510242	12.07799307	13.13065296	14.12818404	15.79648295	16.95259227	17.99392922	19.06435138	22.59617063	24.8332479	34.23874756
PD	INS:5.6|GCG:2.7	Beta	2.896018574	4.436763124	5.311969103	5.585720412	5.963452811	6.247237441	6.628870839	6.939466261	7.285313693	7.617007248	7.863039471	8.204196207	8.763507007	9.099512162	9.359921948	9.712664125	10.17245728	10.59618524	11.05129142	14.44822038	24.6088661
PD	INS:5.7|KRT19:4.1	Beta	0.488059211	7.069931212	7.721140809	8.66280333	9.184922067	9.649311967	10.34110943	10.62895632	10.93426904	11.98067452	12.43930258	13.33683749	14.6930499	15.72254061	17.02898502	19.02996442	19.83261022	21.78239816	23.61894836	25.97913839	36.71901667
PD	INS:12.3|GCG:2.8	Beta	0.221684666	6.390137858	8.561602722	9.71729471	10.16812809	10.57988286	10.88009804	11.38877262	11.96490196	12.82594537	13.4367788	14.28894861	14.8313652	15.45000974	16.15851822	17.59804672	19.16618768	20.35564968	22.42747696	24.1008242	27.39439466
PD	INS:12.7|GCG:2.5	Beta	0.84290114	7.719883181	8.540306925	9.254153825	9.83209818	10.27640463	10.80352648	11.23233912	11.55070933	11.90978645	12.43876599	12.93946325	13.30686973	13.79180512	14.38756861	14.9618578	15.98237738	16.59870647	17.49387471	20.56162604	26.37762238
PD	INS:9.7|GCG:4.3	Beta	5.847123751	14.6509507	18.7375715	20.7996093	21.29797768	22.4249146	22.90379659	25.12617616	25.78525064	26.71609259	27.23763989	28.06813038	28.69039661	29.26628535	31.3666789	32.40806998	33.87834461	36.32912032	39.78478658	43.51380727	49.92629913
PD	INS:4.8|GCG:2.8	Beta	0.361138758	4.87716284	5.943469391	6.481959544	7.134432753	7.433503836	7.764286657	8.531773555	8.714721249	9.081499618	9.311423286	9.519180803	9.979269705	10.39458405	10.45870769	10.59919315	10.86981594	11.42028711	12.14467675	13.22535682	18.10037087
PD	INS:12.1|GCG:2.5	Beta	4.88178658	5.513854569	6.2460267	7.087549327	7.46672562	7.950578265	8.427047076	8.638107575	8.993391459	9.153167698	9.749470374	10.31640953	10.73152711	11.05447387	11.6217588	12.05856914	12.57740981	13.07626944	14.31593846	14.99711465	21.79541195
PD	INS:5|GCG:2.9	Beta	1.196857974	3.727102751	4.419419007	4.764249025	5.135598234	5.345097416	5.522962285	5.870017742	6.188676231	6.274152748	6.578441655	7.23796479	7.935148881	8.173732217	8.424429085	8.600155553	9.059330097	10.00200905	10.28134789	11.40497026	14.34124372
PD	INS:12.7|GCG:2.5	Beta	0.016601898	0.943413333	6.17177551	8.083035798	8.847739272	9.465035817	9.894802656	10.16033859	10.57320902	10.87740522	11.31480781	11.68789606	12.13620936	12.47488944	12.81700039	13.31901487	13.90557755	14.76389436	16.067285	17.02655136	23.31323708
PD	INS:12.8|GCG:2.5	Beta	0.010837615	2.84077496	3.870943746	4.564016109	5.431907265	5.963958718	6.39731326	7.079661086	7.731430599	8.165434952	8.606898357	9.097548294	9.616836174	10.14465323	10.86977569	11.50799823	12.13358337	12.96601291	13.86060913	16.02012011	22.89043256
PD	INS:12.4|GCG:2.4	Beta	0.238178591	6.779983737	7.641508802	8.258875573	8.728628639	9.504815725	9.840430571	10.05696846	10.28665392	10.65797183	10.89444094	11.2094693	11.49326491	11.83137965	12.43691089	12.85629132	13.38106381	13.79212226	14.54488765	16.00313086	24.04035229
PD	INS:2.9|GCG:2.5	Beta	0.007838798	4.171932742	4.636755357	5.206828139	5.438416075	5.693117978	6.01661303	6.191141202	6.594467654	6.881902096	7.042045455	7.242826678	7.555302005	7.886931974	8.363591762	8.730787306	8.982885231	9.374965388	10.63766565	14.23734412	34.39642156
PD	INS:12.8|GCG:2.6	Beta	0.609916798	3.258956921	7.958599583	8.560478303	9.092986265	9.812418143	10.20620193	10.41696268	10.80369499	11.3348318	11.82974421	12.0586756	12.41732887	12.58417146	12.91997193	13.43133228	13.59785624	14.52976105	15.31627749	16.03729361	18.85019582
PD	INS:12.9|GCG:2.2	Beta	0.01407857	6.94227533	8.88174341	9.7905573	10.27877824	10.95758462	11.61567726	11.97059515	12.33873432	12.77326889	13.19253391	13.68290491	14.07190998	14.66111712	15.20421941	15.77095965	16.30379553	16.9864542	17.67122431	19.14642875	25.67908614
PD	INS:6.3|KRT19:6	Beta	0.78956215	6.52372682	7.1947291	7.8977334	8.50594113	9.03773243	9.38060172	9.57626855	9.96679282	10.41281385	10.70679194	11.05467606	11.73711085	12.23127112	12.58447923	13.12540491	14.55788929	15.47204869	19.49134363	25.7876033	42.03448833
PD	INS:6.4|COL1A1:3.1	Beta	0.53769627	3.04600452	3.92081581	4.83293316	5.35794356	5.82855423	6.50445642	6.82772443	7.20242553	7.61931705	7.7984175	7.98160261	8.55495772	9.00848371	9.29076485	9.85251206	10.23665153	11.31474005	13.17322856	15.76873185	40.68384414
PD	INS:6.5|PECAM1:2.7	Beta	2.0472298	2.73544499	5.4797428	6.26473367	6.90324226	7.14684836	7.42403202	7.49717753	7.6221771	8.10819778	8.24187516	8.52665388	8.76092781	9.20204335	9.4137444	9.53660085	9.97303833	10.79334796	11.86031148	13.21230053	21.75700164
PD	INS:11.6|GCG:2.1	Beta	1.10277702	8.44481164	9.04926806	9.1152508	9.47241152	10.14564897	10.41725557	10.51460205	10.75324524	11.6041998	11.98522635	12.38025526	13.72555414	14.07706768	14.67959331	15.04356491	15.62489032	15.99432996	16.32408261	18.05596558	25.16362347
PD	INS:6.8|GCG:2.1	Beta	2.3377224	3.79393075	5.66546976	6.27770586	6.9465335	7.60864476	7.9059495	8.06450576	8.67143816	9.09517962	9.52775477	10.00824781	10.3878113	10.82887909	10.96895342	11.16164456	11.37899479	11.6034256	12.02289662	12.83474037	13.42843763
PD	INS:12.9|GCG:2.2	Beta	0.95127482	9.09717048	10.13102754	10.85772566	11.34555427	11.83656092	12.16883735	12.6854492	13.03247502	13.51013489	13.97739621	14.3494804	14.81562246	15.36979697	15.71280721	16.19912253	16.95327385	17.92130409	18.68784102	20.59105178	27.23674971
PD	INS:13|GCG:2.1	Beta	1.36950373	4.03994535	4.8361592	5.38722555	6.07576522	6.53217436	7.19131828	7.61554006	8.08562152	8.56473051	8.97595375	9.48327371	10.31526418	10.8583481	11.38926622	12.07069129	13.07810059	13.86231392	15.62579381	17.56285746	29.32137917
PD	INS:12.9|GCG:2.1	Beta	0.28759624	5.91337865	7.31176739	8.08416942	8.87503362	9.58149086	10.16504492	10.78781572	11.24023698	11.86502235	12.50030855	12.9321384	13.3668797	13.74204471	14.33764931	15.10320095	16.29404117	17.28478026	18.94747989	21.83179842	28.24220376
PD	INS:12.6|GCG:2.2	Beta	0.14170431	8.11029186	9.28839147	10.17188992	10.74861692	11.38887973	12.008987	12.47443188	12.76353686	13.0476503	13.62843545	14.02088374	14.56970476	15.06184544	15.74777962	16.56684838	17.45181521	19.09322122	20.65398579	23.03923823	28.18454895
PD	INS:11.6|GCG:2.1	Beta	1.77385738	14.58145081	15.67467721	17.25140126	18.12692009	19.07394855	20.00792057	20.81430987	21.82063784	22.62990506	23.49741032	24.41405934	25.12800923	26.26481603	27.39602784	29.49699506	31.1454586	33.78236164	36.47563108	39.98070549	48.37389451
PD	INS:13|GCG:2.3	Beta	0.59674287	7.93867376	9.37850514	10.10628354	10.78207855	11.18388086	11.78361496	12.20247216	12.45152131	12.83487083	13.48832025	13.94743355	14.46832104	15.19367342	15.69543226	16.01764298	16.58126406	17.63745188	19.03590854	21.68890446	30.90742053
PD	INS:12.8|GCG:2.2	Beta	0.58699134	3.05334741	9.27359087	10.65621001	11.32930646	11.75382383	12.12662736	12.53461216	13.18148163	13.55501179	13.98220442	14.26596133	14.58868333	14.97010763	15.69575624	16.26153164	17.32584117	18.2751932	19.85805921	22.93515554	28.16375535
PD	INS:12.5|GCG:3.8	Beta	0.51697046	10.21343855	11.27570237	11.94779563	12.57264391	13.09795702	13.52399044	13.93302529	14.35639258	14.74854684	15.16659732	15.66941565	16.11658732	16.50351179	17.03221315	17.74600515	18.34857757	19.12661062	20.45211321	22.38976744	30.60293212
PD	INS:12.3|GCG:3.8	Beta	4.79227599	10.14625011	11.56756489	12.31116779	12.90724828	13.60925378	13.95403846	14.32969226	14.96014291	15.38109501	16.00211126	16.31249529	16.87500909	17.39862638	18.30046439	19.29065	20.4421573	21.43927986	22.1309642	22.97045417	30.12171893
PD	INS:12.2|GCG:3.7	Beta	0.56102957	2.34394682	3.63666571	4.2948542	5.7223876	6.37972981	6.8630696	7.16306816	7.57436193	8.15512949	8.42647462	8.7729316	9.27772842	9.89785494	10.37955504	10.94561988	11.73705717	12.91142311	14.50257096	17.8158439	22.52389667
PD	INS:6.3|KRT19:4.8	Beta	5.21242832	7.52605932	8.31509218	9.09171439	9.51727135	9.80764762	10.38347759	11.35141987	11.82591133	12.68140532	13.76889116	14.47137009	15.23603382	17.24488867	17.83451492	19.2301463	20.82158291	24.40447217	27.01907833	30.53752059	48.82647292
PD	INS:12.5|GCG:3.6	Beta	2.5874025	4.65609365	5.49876266	5.90935955	6.14459954	6.58141281	6.90582526	7.15387906	7.69304815	8.38227644	8.71970155	9.3122325	10.33969638	11.20197484	11.61966122	12.31275571	12.84719058	14.48268797	16.17683829	19.34037661	30.35957365
PD	INS:6.8|GCG:4	Beta	2.76938802	4.19131983	5.72962835	5.97852535	6.87891662	7.54043062	8.13411399	8.41134302	8.56675622	9.21757666	9.78461825	9.99161494	10.15230861	10.36731838	10.64690925	11.15402776	11.3984247	12.93821147	14.59260249	16.17004601	33.3006931
PD	INS:8.6|GCG:3.2	Beta	0.799476	5.27651887	9.7716778	11.68114903	14.64497639	17.12771379	18.18817189	19.81170008	20.79935464	22.80146331	23.54618173	25.18370766	26.02643913	26.35810729	27.3466065	29.49620166	30.11421749	30.62465298	34.53350752	37.21983441	42.38933321
PD	INS:11.7|GCG:4	Beta	0.25354899	14.56647195	17.98526033	20.06113663	21.6398213	23.00152625	24.02021228	24.97977092	25.78482988	26.61233329	27.54049818	28.34157108	28.93206312	29.68740798	30.80936702	31.99677855	33.68610484	35.29414421	37.11944203	41.88767344	49.77614717
PD	INS:12.5|GCG:3.9	Beta	0.98105201	7.58251692	9.59027105	11.21958968	12.1794825	12.70718385	13.30161579	13.73527978	14.09522315	14.47137558	14.97036352	15.50447318	15.83724937	16.274678	16.85510253	17.41592681	17.97476784	18.75960664	20.02777943	22.40288605	32.06258257
PD	INS:12.5|GCG:3.9	Beta	2.95025442	7.40905072	8.99386007	10.10676691	10.93139788	11.4318403	12.11579799	12.59255599	12.98359856	13.57881378	13.97049005	14.44642013	14.87491835	15.40493032	15.91145626	16.50583602	17.41247659	18.54210114	19.75626525	21.00446755	33.19982918
PD	INS:6.2|COL1A1:4.8	Beta	0.04025418	1.57979037	2.89375265	3.65786418	4.2702887	4.89158833	5.33781848	5.66725124	6.05205324	6.47597469	6.81384524	7.29449744	7.71534293	8.09138999	8.45420957	8.85437066	9.36598028	10.25677402	11.38657957	15.30307733	46.72456111
PD	INS:12.5|GCG:3.9	Beta	1.18457271	8.92439939	10.59844939	11.21604709	11.76575341	12.09842274	12.59078895	13.04414117	13.50442293	13.83067573	14.34271412	14.74188253	15.23039784	15.56550657	16.14827448	16.9730048	17.74262112	19.43500437	23.40861654	27.38336652	35.90994271
PD	INS:6.3|GCG:3.6	Beta	0.12171094	0.7342885	2.45793655	3.63323245	4.39670071	5.04565581	5.74249467	6.13704416	6.59627889	6.8011245	6.96535023	7.29037029	7.58284488	7.75924691	8.11938122	8.49862444	8.90423451	9.60164775	10.45420281	13.1100448	25.3733382
PD	INS:12.6|GCG:1.7	Beta	0.057231979	7.338429383	9.35437305	10.21196277	10.90895312	11.85380543	12.54687513	12.85867509	13.26689108	13.72626111	14.34183371	14.78500723	15.1243166	15.57649957	16.17551198	17.26869743	18.1520218	19.60441107	21.27568858	24.89374414	38.34129956
PD	INS:10.8|GCG:1.7	Beta	0.115832151	0.807099447	1.514682438	2.9680865	4.066594886	4.557733159	5.799334618	6.214743041	7.436909335	7.916877736	8.596736328	9.366247173	10.17578325	10.95299825	11.92280686	13.11073318	16.18805002	21.23482616	23.08270912	27.61865045	42.26189597
PD	INS:11.9|GCG:2.2	Beta	1.259339302	10.95095122	18.29923165	20.99306431	21.77922879	24.61123178	25.87964391	27.36834826	28.30229109	29.20545499	29.58149227	30.03018816	31.16374492	32.01643408	33.47417741	35.1034213	37.27842599	40.74844784	42.2171628	43.9662293	49.50682749
PD	INS:12.3|GCG:0.5	Beta	0	2.712057242	6.184955591	8.342465005	9.929536177	10.79768251	11.35633214	12.17353367	12.511385	12.95569298	13.5143052	14.13356673	14.76630886	15.58717357	16.31359494	17.35601891	18.26180932	20.06933955	22.47249067	25.42552258	46.72039591
PD	INS:11.7|GCG:2.1	Beta	0.874259342	13.98696126	19.5532155	21.39488946	21.92439385	23.23790929	24.56324301	24.95204749	26.8273494	27.69404175	30.00754656	31.12512311	32.74335098	34.40683097	36.15266788	37.87351525	39.71222376	40.4273014	42.18795897	44.03419589	49.0706264
PD	INS:12.9|GCG:2.2	Beta	0.0550756	3.1979436	3.8983016	4.5303179	5.1168352	5.5834219	6.1074546	6.683818	7.1485836	7.6561084	8.275245	8.7797079	9.3274281	9.9193431	10.4995735	11.1839258	12.1017941	13.1748009	14.3428636	16.3998723	47.4510853
PD	INS:5.1|COL1A1:2.6	Beta	1.0616768	3.8310902	4.7131162	5.3214191	6.05678	6.6551614	6.8837076	7.2861167	7.5323408	7.7612168	7.9362202	8.1884624	8.4855639	8.7779921	9.0748015	9.4215243	9.8637376	10.4954947	11.2736169	13.3244069	17.4058551
PD	INS:13|GCG:2.2	Beta	1.5137142	3.6408508	4.5094292	5.1644822	5.6756649	5.9990977	6.4532261	6.720241	7.3106595	7.6411779	8.1785842	8.9398663	9.2171835	9.8568208	10.5446757	11.1408058	11.9158978	12.8030084	13.9516263	16.7122509	27.100202
PD	INS:11.7|GCG:2.2	Beta	1.2428871	3.5930393	4.8233529	5.7355748	6.5061095	7.1849186	8.2303084	9.1055283	10.5242654	11.0437558	11.5540698	12.3586885	12.9939725	13.7439508	15.2875328	16.1579579	17.1391494	19.7021558	21.6952074	28.608012	45.7765527
PD	INS:10.2|GCG:1.9	Beta	0.176706	0.2395506	0.3502043	0.8553082	1.9927854	4.3408784	9.4063066	10.3348191	11.6771456	13.3860328	14.2679862	14.6813329	15.5344952	15.9609341	16.3491456	19.3648876	21.9164993	23.5099635	26.0025925	29.1647315	35.9359976
PD	INS:9.9|GCG:2.2	Beta	5.0769155	5.3701359	6.0668187	6.8730883	7.341084	7.6906942	8.2424605	8.6297896	9.4345418	9.9753765	10.7629424	11.4058373	12.2113762	13.9143557	14.3487556	14.8398755	16.3372617	17.0938157	17.4312202	19.7293805	37.2422321
PD	INS:12.6|GCG:2.3	Beta	0.1192225	3.7079181	4.8555623	5.7169467	6.4749344	7.1568864	7.8223982	8.3595737	8.9353866	9.7121062	10.2887485	10.9119387	11.4713732	12.065617	12.6626536	13.4495313	14.2421056	15.6204402	17.5741024	21.0784099	46.1146303
PD	INS:12.7|GCG:2.6	Beta	1.4049964	2.4392503	3.1064083	3.5303751	3.7639995	3.9706248	4.3927412	4.7935094	5.0432832	5.3856074	5.9263504	6.2943684	6.7123667	7.1617752	7.7968151	8.2340694	9.3843784	10.6201091	11.4173661	15.1176526	37.1504075
